CRTR_YR|ADMDST_CLSF_CD|LVQT_KIND_CD|DTHS_TYPE_CD|RSDT_AREA|SIAR|ARCH_APRV_YR|BLDG_DLPD_PD_CD|NHAB_HOUS_YN|LVQT_SN
2023|44130000|1|2|47.39|144.84|2020|2|N|LV00000429
2023|41150000|2|2|41.98|145.76|1996|3|N|LV00000430
2023|41150000|4|2|197.09|287.17|1966|4|N|LV00000431
2023|11140000|2|1|76.07|270.64|2001|3|N|LV00000432
2023|26110000|2|2|181.49|160.93|2010|2|N|LV00000433
2023|46110000|1|9|24.09|137.44|1977|4|N|LV00000434
2023|41130000|2|3|169.67|55.44|1986|4|N|LV00000435
2023|11140000|4|3|188.6|127.6|1999|3|N|LV00000436
2023|47110000|2|3|22.8|157.18|2006|2|N|LV00000437
2023|41130000|3|2|90.07|254.28|1971|4|N|LV00000438
2023|41110000|1|3|165.49|117.49|1963|4|N|LV00000439
2023|41150000|2|2|20.81|111.7|2000|3|N|LV00000440
2023|27110000|1|9|74.88|37.13|1960|4|N|LV00000441
2023|42110000|2|2|66.48|40.69|1988|4|N|LV00000442
2023|26140000|2|2|44.07|248.17|1978|4|N|LV00000443
2023|27110000|2|2|35.83|74.32|1987|4|N|LV00000444
2023|11200000|2|1|64.81|290.93|2014|2|N|LV00000445
2023|11200000|3|1|55.99|46.25|2018|2|N|LV00000446
2023|46110000|2|9|195.39|247.7|2002|3|N|LV00000447
2023|11200000|2|2|23.98|61.08|1983|4|N|LV00000448
2023|11170000|2|1|43.31|201.42|1998|3|N|LV00000449
2023|41110000|2|9|165.29|234.33|1968|4|N|LV00000450
2023|11110000|3|9|157.25|91.05|2022|2|N|LV00000451
2023|27110000|3|3|104.29|181.46|2015|2|N|LV00000452
2023|11170000|2|1|89.35|240.8|1981|4|N|LV00000453
2023|26110000|5|1|82.34|76.11|1961|4|N|LV00000454
2023|11200000|2|3|195.23|171.07|2013|2|N|LV00000455
2023|45110000|5|1|176.06|173.81|1961|4|N|LV00000456
2023|28110000|2|1|67.12|237.28|1966|4|N|LV00000457
2023|11110000|2|1|103.0|127.59|1960|4|N|LV00000458
2023|46110000|2|3|154.27|204.23|1970|4|N|LV00000459
2023|47110000|2|2|168.47|286.51|2017|2|N|LV00000460
2023|11170000|2|9|41.96|221.41|1990|4|N|LV00000461
2023|11140000|1|3|192.05|34.84|1970|4|N|LV00000462
2023|11170000|2|9|167.48|70.74|2020|2|Y|LV00000463
2023|26110000|2|1|110.64|137.5|1986|4|N|LV00000464
2023|28110000|2|2|110.11|139.18|2004|2|N|LV00000465
2023|44130000|4|2|111.28|119.26|1994|3|N|LV00000466
2023|46110000|4|9|166.84|149.64|1967|4|N|LV00000467
2023|45110000|2|2|118.36|284.71|2004|2|Y|LV00000468
2023|46110000|2|2|166.26|247.22|2020|2|N|LV00000469
2023|11110000|2|2|175.44|67.5|2021|2|N|LV00000470
2023|47110000|3|2|146.45|149.95|2008|2|Y|LV00000471
2023|42110000|2|1|28.44|214.03|2002|3|N|LV00000472
2023|11170000|2|2|100.61|74.22|2006|2|N|LV00000473
2023|47110000|2|2|66.02|43.69|2021|2|N|LV00000474
2023|42110000|3|2|27.83|288.58|1994|3|N|LV00000475
2023|43110000|2|1|136.75|241.86|2017|2|N|LV00000476
2023|42110000|2|2|112.31|269.01|1984|4|N|LV00000477
2023|44130000|2|1|31.0|240.97|1979|4|N|LV00000478
2023|11110000|2|1|131.92|213.33|1966|4|N|LV00000479
2023|41130000|2|2|54.21|236.57|1989|4|Y|LV00000480
2023|42110000|2|1|188.71|171.83|1999|3|N|LV00000481
2023|45110000|2|2|145.48|99.42|1985|4|N|LV00000482
2023|42110000|4|2|20.68|55.5|1968|4|N|LV00000483
2023|26110000|5|2|176.85|191.33|1987|4|N|LV00000484
2023|42110000|2|1|31.71|89.23|1997|3|N|LV00000485
2023|26110000|2|1|22.09|252.22|1967|4|N|LV00000486
2023|11200000|1|2|91.14|174.47|1993|4|N|LV00000487
2023|41150000|5|1|48.03|298.75|1984|4|N|LV00000488
2023|26140000|2|1|167.22|134.05|1997|3|N|LV00000489
2023|26140000|2|3|190.04|143.23|1960|4|N|LV00000490
2023|41130000|2|1|161.01|102.76|2012|2|N|LV00000491
2023|11200000|1|2|86.28|107.22|1985|4|N|LV00000492
2023|11170000|2|1|72.58|158.91|1985|4|N|LV00000493
2023|28110000|3|1|81.67|47.43|1966|4|N|LV00000494
2023|11170000|2|3|35.58|255.02|1987|4|N|LV00000495
2023|43110000|2|3|182.65|56.63|1985|4|N|LV00000496
2023|42110000|1|1|63.93|274.77|1963|4|N|LV00000497
2023|47110000|2|1|65.03|137.74|1996|3|N|LV00000498
2023|11170000|2|2|148.86|154.16|1978|4|N|LV00000499
2023|43110000|2|2|131.19|290.33|1982|4|N|LV00000500
2023|11110000|1|2|192.59|229.53|1965|4|N|LV00000501
2023|41150000|2|1|196.63|105.29|2000|3|N|LV00000502
2023|11200000|2|9|95.11|112.51|1968|4|N|LV00000503
2023|43110000|2|3|185.77|70.45|1997|3|N|LV00000504
2023|11140000|2|2|191.92|202.48|1986|4|N|LV00000505
2023|11110000|2|9|174.1|208.43|2006|2|N|LV00000506
2023|26110000|2|1|187.85|270.11|1985|4|N|LV00000507
2023|26140000|1|1|128.0|106.72|2001|3|N|LV00000508
2023|43110000|2|2|40.58|48.17|2018|2|N|LV00000509
2023|11200000|2|1|174.72|89.4|1976|4|N|LV00000510
2023|44130000|2|1|75.36|290.04|1967|4|N|LV00000511
2023|41110000|4|9|186.52|296.82|1998|3|N|LV00000512
2023|11140000|3|3|113.46|125.42|1969|4|N|LV00000513
2023|47110000|2|2|108.15|162.27|1973|4|N|LV00000514
2023|41130000|3|2|169.64|258.5|2007|2|N|LV00000515
2023|45110000|4|1|89.89|158.99|2003|3|N|LV00000516
2023|11140000|3|1|39.12|288.92|1961|4|N|LV00000517
2023|28110000|2|2|161.07|256.16|1997|3|N|LV00000518
2023|11200000|3|2|72.31|230.19|2001|3|N|LV00000519
2023|41110000|2|2|172.26|199.71|1980|4|N|LV00000520
2023|44130000|4|2|184.85|85.73|2007|2|N|LV00000521
2023|45110000|2|9|90.54|79.37|2005|2|N|LV00000522
2023|47110000|2|1|140.67|263.97|1999|3|Y|LV00000523
2023|26110000|2|1|23.17|95.03|1975|4|N|LV00000524
2023|26110000|3|1|162.92|95.76|1978|4|N|LV00000525
2023|44130000|2|9|102.69|258.44|1994|3|N|LV00000526
2023|44130000|2|2|67.58|42.51|1966|4|N|LV00000527
2023|26140000|2|2|177.55|223.8|1985|4|N|LV00000528
2023|26140000|2|9|93.67|196.29|2022|2|N|LV00000529
2023|11200000|3|2|168.21|40.24|2000|3|N|LV00000530
2023|44130000|2|2|95.7|78.93|2014|2|N|LV00000531
2023|11140000|2|1|190.91|110.98|1980|4|N|LV00000532
2023|41130000|3|2|140.67|91.32|2006|2|N|LV00000533
2023|27110000|2|2|140.1|75.69|2006|2|N|LV00000534
2023|41130000|2|9|42.28|260.52|1971|4|N|LV00000535
2023|46110000|1|1|154.55|279.73|1973|4|N|LV00000536
2023|44130000|2|2|113.64|77.27|1987|4|N|LV00000537
2023|46110000|3|1|149.3|186.14|2000|3|N|LV00000538
2023|42110000|1|3|176.14|146.96|2004|2|N|LV00000539
2023|28110000|1|1|146.57|131.62|2021|2|N|LV00000540
2023|47110000|2|1|109.84|287.34|1966|4|N|LV00000541
2023|41130000|2|2|173.37|42.36|2000|3|N|LV00000542
2023|27110000|2|3|152.87|293.17|2020|2|N|LV00000543
2023|45110000|2|1|157.66|115.76|1970|4|N|LV00000544
2023|47110000|2|1|184.07|183.77|2020|2|N|LV00000545
2023|41110000|1|1|44.86|281.46|2013|2|N|LV00000546
2023|45110000|2|9|109.83|204.19|1969|4|N|LV00000547
2023|41110000|2|2|42.3|237.11|1973|4|N|LV00000548
2023|41110000|3|9|154.93|56.14|1972|4|N|LV00000549
2023|41110000|2|1|97.76|183.85|1965|4|N|LV00000550
2023|41110000|2|2|149.66|113.87|1982|4|N|LV00000551
2023|46110000|2|2|41.92|143.25|1987|4|N|LV00000552
2023|46110000|3|1|131.64|94.11|1988|4|N|LV00000553
2023|44130000|2|2|40.31|196.23|2012|2|N|LV00000554
2023|41130000|3|2|83.57|174.69|1987|4|N|LV00000555
2023|11140000|2|1|116.42|64.63|1972|4|N|LV00000556
2023|26140000|1|2|144.49|226.93|2003|3|N|LV00000557
2023|11170000|3|2|110.19|106.79|2000|3|N|LV00000558
2023|11110000|2|2|151.53|188.39|1989|4|N|LV00000559
2023|41150000|1|2|51.3|264.45|2000|3|N|LV00000560
2023|26140000|2|3|135.55|137.37|1971|4|N|LV00000561
2023|11140000|2|2|89.44|202.71|2009|2|N|LV00000562
2023|11200000|2|2|47.76|262.8|1976|4|N|LV00000563
2023|11140000|2|1|173.61|198.03|1963|4|Y|LV00000564
2023|11170000|2|3|195.66|295.42|1985|4|Y|LV00000565
2023|41110000|3|1|63.13|51.96|1975|4|N|LV00000566
2023|42110000|3|1|48.36|127.94|1992|4|N|LV00000567
2023|44130000|2|2|157.6|219.7|1989|4|N|LV00000568
2023|27110000|1|3|198.31|161.85|2018|2|N|LV00000569
2023|43110000|2|1|95.34|99.79|1986|4|N|LV00000570
2023|11140000|3|2|162.37|120.37|1966|4|N|LV00000571
2023|11170000|2|1|46.49|225.54|1992|4|N|LV00000572
2023|26140000|2|1|61.05|242.33|2010|2|N|LV00000573
2023|41150000|4|2|45.36|201.38|1976|4|N|LV00000574
2023|11170000|3|1|139.9|269.96|1979|4|N|LV00000575
2023|11110000|5|3|125.75|170.85|1971|4|N|LV00000576
2023|41150000|2|1|139.14|252.39|2005|2|N|LV00000577
2023|27110000|1|2|50.4|58.96|1970|4|Y|LV00000578
2023|28110000|1|1|34.62|296.14|1976|4|N|LV00000579
2023|28110000|2|1|116.11|266.14|1965|4|N|LV00000580
2023|46110000|3|2|115.36|271.23|1984|4|N|LV00000581
2023|11140000|2|2|95.89|267.68|2014|2|N|LV00000582
2023|41150000|2|1|142.93|257.41|1987|4|N|LV00000583
2023|44130000|3|1|95.38|52.99|1967|4|N|LV00000584
2023|44130000|2|1|174.17|275.8|2007|2|N|LV00000585
2023|11140000|1|3|159.99|75.58|1982|4|N|LV00000586
2023|26140000|4|3|80.44|264.31|1970|4|N|LV00000587
2023|47110000|2|1|180.96|180.8|1961|4|N|LV00000588
2023|43110000|3|1|108.57|106.38|1981|4|N|LV00000589
2023|46110000|4|2|103.59|115.0|1969|4|N|LV00000590
2023|43110000|3|2|149.78|102.83|1993|4|N|LV00000591
2023|11140000|2|1|192.13|225.84|1987|4|N|LV00000592
2023|47110000|2|1|25.99|228.62|2001|3|N|LV00000593
2023|45110000|2|2|51.54|145.45|1977|4|N|LV00000594
2023|42110000|4|2|164.95|145.39|1964|4|N|LV00000595
2023|11110000|1|2|99.52|87.6|1967|4|N|LV00000596
2023|46110000|2|2|174.56|137.5|1965|4|N|LV00000597
2023|46110000|3|1|83.26|208.93|1976|4|N|LV00000598
2023|45110000|2|2|195.59|198.82|2005|2|N|LV00000599
2023|26140000|2|2|58.87|65.05|1994|3|N|LV00000600
2023|46110000|2|2|190.8|227.49|1983|4|N|LV00000601
2023|11110000|1|1|162.15|297.24|1974|4|N|LV00000602
2023|41130000|1|2|195.34|248.95|1970|4|N|LV00000603
2023|44130000|2|1|49.12|32.14|1969|4|N|LV00000604
2023|11200000|1|3|83.59|251.97|1976|4|N|LV00000605
2023|47110000|2|1|55.57|38.1|1991|4|N|LV00000606
2023|41130000|2|3|169.36|66.25|1997|3|N|LV00000607
2023|11170000|1|3|68.3|95.48|2019|2|N|LV00000608
2023|46110000|2|2|114.64|162.86|2020|2|N|LV00000609
2023|11170000|2|3|54.79|258.05|1976|4|N|LV00000610
2023|47110000|2|1|147.33|249.79|2006|2|N|LV00000611
2023|47110000|2|1|153.74|130.56|1968|4|N|LV00000612
2023|47110000|3|2|40.72|157.97|2010|2|N|LV00000613
2023|26140000|3|2|143.46|76.0|2018|2|N|LV00000614
2023|28110000|2|9|49.79|287.01|1998|3|N|LV00000615
2023|43110000|2|2|191.76|103.75|1993|4|N|LV00000616
2023|44130000|2|1|178.39|85.34|1983|4|Y|LV00000617
2023|11200000|2|1|56.28|296.63|2015|2|N|LV00000618
2023|41110000|1|2|81.21|87.15|2020|2|N|LV00000619
2023|27110000|5|2|127.24|79.05|2004|2|N|LV00000620
2023|42110000|3|2|165.23|295.37|1965|4|N|LV00000621
2023|44130000|2|3|189.79|50.67|2015|2|N|LV00000622
2023|28110000|2|1|95.42|38.95|2010|2|N|LV00000623
2023|46110000|2|2|107.99|153.09|1982|4|N|LV00000624
2023|26140000|1|1|48.18|110.1|1976|4|N|LV00000625
2023|43110000|2|2|82.9|264.91|2008|2|N|LV00000626
2023|28110000|2|3|198.55|228.44|1998|3|N|LV00000627
2023|11140000|3|2|188.74|175.97|2007|2|N|LV00000628
2023|26140000|2|2|94.48|32.72|2021|2|N|LV00000629
2023|45110000|2|1|60.2|101.7|1983|4|N|LV00000630
2023|28110000|2|9|123.13|270.44|2013|2|N|LV00000631
2023|44130000|3|2|96.19|97.05|1989|4|N|LV00000632
2023|42110000|3|3|155.47|37.48|2013|2|N|LV00000633
2023|28110000|3|1|133.38|92.38|1975|4|N|LV00000634
2023|11200000|2|1|138.94|234.28|2011|2|N|LV00000635
2023|43110000|2|2|87.38|262.13|2004|2|N|LV00000636
2023|42110000|2|2|131.09|107.02|1988|4|N|LV00000637
2023|26140000|2|2|144.13|92.7|2017|2|N|LV00000638
2023|11140000|2|2|136.64|256.11|1984|4|Y|LV00000639
2023|27110000|2|2|145.19|82.98|2006|2|N|LV00000640
2023|11110000|2|2|180.23|128.09|1992|4|N|LV00000641
2023|44130000|2|1|68.27|132.77|1968|4|N|LV00000642
2023|11200000|2|2|48.13|136.92|1977|4|N|LV00000643
2023|27110000|2|3|26.24|50.25|2010|2|N|LV00000644
2023|11200000|2|2|146.01|257.83|1990|4|N|LV00000645
2023|46110000|2|9|80.37|88.06|2013|2|N|LV00000646
2023|45110000|3|9|111.06|129.07|1967|4|N|LV00000647
2023|46110000|2|2|33.2|202.08|2008|2|N|LV00000648
2023|43110000|2|3|186.85|246.98|2016|2|N|LV00000649
2023|11170000|2|2|125.93|188.51|2022|2|N|LV00000650
2023|42110000|2|1|42.44|127.65|2006|2|N|LV00000651
2023|28110000|3|1|93.14|31.43|1989|4|N|LV00000652
2023|43110000|2|2|76.32|163.67|1963|4|N|LV00000653
2023|42110000|3|1|176.0|181.81|1972|4|N|LV00000654
2023|42110000|1|9|177.72|127.06|2001|3|N|LV00000655
2023|41150000|4|9|162.28|199.97|2015|2|N|LV00000656
2023|45110000|3|2|89.87|242.72|2007|2|N|LV00000657
2023|45110000|1|2|189.77|39.6|1998|3|N|LV00000658
2023|41130000|2|9|69.55|249.09|2014|2|N|LV00000659
2023|11110000|2|3|139.07|189.43|1979|4|N|LV00000660
2023|11110000|5|1|114.22|117.9|1980|4|Y|LV00000661
2023|11110000|2|9|98.78|217.35|1965|4|N|LV00000662
2023|45110000|2|2|53.93|220.04|1999|3|N|LV00000663
2023|28110000|2|1|63.19|234.64|1971|4|N|LV00000664
2023|28110000|2|1|167.92|141.42|1977|4|N|LV00000665
2023|26110000|3|3|140.37|185.64|1965|4|N|LV00000666
2023|46110000|2|1|187.61|158.63|2013|2|N|LV00000667
2023|26110000|2|3|142.63|128.26|1972|4|N|LV00000668
2023|46110000|4|3|30.94|64.9|2015|2|N|LV00000669
2023|42110000|4|1|40.93|278.14|1974|4|N|LV00000670
2023|27110000|3|2|150.23|64.4|1964|4|N|LV00000671
2023|42110000|2|2|65.17|205.14|2021|2|N|LV00000672
2023|46110000|3|1|64.76|137.98|1977|4|N|LV00000673
2023|11140000|2|2|93.14|251.78|2005|2|N|LV00000674
2023|11110000|2|9|154.14|157.27|1966|4|N|LV00000675
2023|11170000|5|2|134.99|80.35|1971|4|N|LV00000676
2023|42110000|2|2|54.97|70.68|1985|4|N|LV00000677
2023|41110000|2|3|181.33|135.72|2007|2|N|LV00000678
2023|42110000|3|9|195.0|174.42|1960|4|N|LV00000679
2023|27110000|1|9|162.55|199.94|1999|3|N|LV00000680
2023|45110000|2|1|54.75|259.19|2009|2|N|LV00000681
2023|28110000|2|1|162.87|131.07|1966|4|N|LV00000682
2023|41110000|2|2|113.89|240.93|1987|4|N|LV00000683
2023|41110000|2|1|25.14|90.7|2019|2|N|LV00000684
2023|26110000|2|2|140.16|267.13|1993|4|N|LV00000685
2023|47110000|4|3|195.85|56.28|2007|2|N|LV00000686
2023|11110000|3|9|97.69|247.03|2006|2|N|LV00000687
2023|11110000|2|2|31.4|102.38|1986|4|Y|LV00000688
2023|28110000|2|3|61.51|207.32|2004|2|N|LV00000689
2023|42110000|3|2|120.52|176.86|2019|2|N|LV00000690
2023|28110000|2|2|162.4|186.09|1979|4|N|LV00000691
2023|44130000|4|1|53.39|294.72|1963|4|N|LV00000692
2023|27110000|2|1|59.49|191.59|2009|2|N|LV00000693
2023|11200000|3|3|186.02|88.1|1979|4|N|LV00000694
2023|41150000|4|2|178.71|140.84|2000|3|Y|LV00000695
2023|26110000|2|3|184.82|56.11|1969|4|N|LV00000696
2023|41130000|2|1|51.64|120.57|1973|4|N|LV00000697
2023|41150000|1|1|187.89|109.1|2007|2|N|LV00000698
2023|11140000|2|1|81.19|203.79|1961|4|N|LV00000699
2023|11200000|2|2|113.03|276.74|1991|4|N|LV00000700
2023|11110000|1|2|102.15|105.98|2007|2|N|LV00000701
2023|11200000|1|2|196.01|258.85|1989|4|N|LV00000702
2023|46110000|2|1|67.28|266.54|1970|4|N|LV00000703
2023|11110000|2|1|192.4|200.81|1999|3|N|LV00000704
2023|43110000|3|1|192.65|218.69|1967|4|N|LV00000705
2023|11200000|2|1|185.14|245.52|1996|3|N|LV00000706
2023|28110000|1|9|84.3|130.49|1986|4|N|LV00000707
2023|11110000|2|1|87.51|296.35|1994|3|N|LV00000708
2023|41110000|2|1|56.73|133.08|2018|2|N|LV00000709
2023|46110000|1|3|105.59|52.91|2015|2|N|LV00000710
2023|11140000|2|9|64.75|227.87|2005|2|N|LV00000711
2023|26140000|2|2|132.88|120.45|1991|4|N|LV00000712
2023|26110000|2|1|176.18|37.49|2010|2|N|LV00000713
2023|42110000|2|2|190.94|78.35|1966|4|N|LV00000714
2023|45110000|2|1|98.77|129.72|1977|4|N|LV00000715
2023|26110000|4|1|97.68|87.45|1989|4|N|LV00000716
2023|11170000|2|3|112.62|66.83|2012|2|N|LV00000717
2023|46110000|2|3|184.1|73.89|1984|4|N|LV00000718
2023|11140000|2|1|34.17|199.15|1986|4|Y|LV00000719
2023|45110000|2|3|75.13|64.66|2019|2|N|LV00000720
2023|41130000|2|2|55.48|241.5|2021|2|N|LV00000721
2023|44130000|2|2|159.54|257.27|1962|4|N|LV00000722
2023|45110000|3|1|88.09|225.34|1995|3|N|LV00000723
2023|42110000|2|9|193.58|96.19|2003|3|N|LV00000724
2023|27110000|2|1|196.26|185.64|1998|3|N|LV00000725
2023|26140000|2|1|178.55|46.48|2020|2|N|LV00000726
2023|41150000|4|1|111.61|284.53|2017|2|N|LV00000727
2023|41110000|3|2|187.57|31.99|1975|4|N|LV00000728
2023|46110000|4|9|87.85|89.81|2019|2|N|LV00000729
2023|43110000|2|1|90.71|52.41|1986|4|Y|LV00000730
2023|46110000|2|1|105.13|298.57|1961|4|N|LV00000731
2023|27110000|2|9|145.49|40.99|1982|4|N|LV00000732
2023|28110000|2|2|31.43|30.46|1974|4|N|LV00000733
2023|45110000|3|9|116.46|57.17|2018|2|N|LV00000734
2023|26140000|1|3|193.85|267.94|1998|3|N|LV00000735
2023|45110000|2|3|32.12|138.2|1979|4|N|LV00000736
2023|41130000|4|2|35.53|285.08|1960|4|N|LV00000737
2023|28110000|2|1|189.88|289.06|1983|4|N|LV00000738
2023|46110000|2|2|169.62|226.05|1980|4|N|LV00000739
2023|26110000|4|2|20.12|75.59|1988|4|Y|LV00000740
2023|42110000|2|2|101.24|292.19|1972|4|N|LV00000741
2023|27110000|3|2|75.71|148.31|1993|4|N|LV00000742
2023|47110000|2|1|50.16|155.42|1992|4|N|LV00000743
2023|41130000|2|2|29.41|201.94|2005|2|N|LV00000744
2023|41130000|2|2|64.98|223.35|1997|3|N|LV00000745
2023|26140000|1|3|137.49|289.87|2005|2|N|LV00000746
2023|11110000|2|1|74.7|292.15|1971|4|N|LV00000747
2023|47110000|2|2|75.37|141.67|1968|4|N|LV00000748
2023|28110000|2|2|67.25|68.37|1993|4|N|LV00000749
2023|42110000|2|1|37.48|277.21|2022|2|N|LV00000750
2023|46110000|2|2|126.74|62.12|1984|4|N|LV00000751
2023|27110000|2|2|151.64|179.22|2005|2|N|LV00000752
2023|11110000|2|3|196.4|74.87|2022|2|N|LV00000753
2023|44130000|1|1|60.79|126.73|1965|4|N|LV00000754
2023|41150000|4|3|49.33|173.03|1964|4|N|LV00000755
2023|41150000|4|1|147.31|220.35|2001|3|N|LV00000756
2023|27110000|2|2|78.17|293.31|2012|2|N|LV00000757
2023|46110000|2|2|111.54|278.02|2002|3|Y|LV00000758
2023|27110000|2|1|147.53|170.52|2022|2|N|LV00000759
2023|11110000|2|1|95.52|114.35|1962|4|N|LV00000760
2023|41130000|3|1|86.85|174.98|1994|3|N|LV00000761
2023|44130000|2|2|99.13|129.0|2004|2|N|LV00000762
2023|27110000|1|2|102.25|154.06|2002|3|N|LV00000763
2023|28110000|2|9|20.14|276.88|1962|4|N|LV00000764
2023|46110000|1|1|53.95|168.85|1968|4|N|LV00000765
2023|41130000|2|3|129.68|41.25|2022|2|N|LV00000766
2023|26140000|2|9|23.14|214.69|1982|4|N|LV00000767
2023|27110000|4|1|69.76|105.86|1971|4|N|LV00000768
2023|43110000|2|3|99.28|87.74|1971|4|N|LV00000769
2023|43110000|2|9|99.53|236.96|1970|4|N|LV00000770
2023|11140000|1|1|28.6|74.7|1996|3|N|LV00000771
2023|44130000|3|2|177.56|194.5|1991|4|N|LV00000772
2023|26140000|2|3|36.29|250.63|2019|2|N|LV00000773
2023|11170000|2|3|177.63|111.15|1990|4|N|LV00000774
2023|11170000|1|3|198.35|157.5|1961|4|N|LV00000775
2023|45110000|3|2|52.15|185.96|1993|4|N|LV00000776
2023|11200000|1|1|32.7|203.1|1991|4|N|LV00000777
2023|41110000|2|2|41.8|292.42|1980|4|N|LV00000778
2023|41130000|2|2|173.46|269.98|2005|2|N|LV00000779
2023|41110000|2|2|195.02|86.44|2019|2|N|LV00000780
2023|26140000|4|2|126.46|177.36|1987|4|N|LV00000781
2023|11110000|2|2|190.51|72.62|2005|2|N|LV00000782
2023|11110000|2|3|158.54|46.2|1993|4|N|LV00000783
2023|41110000|2|2|122.37|129.39|2005|2|N|LV00000784
2023|45110000|2|2|184.57|116.35|1988|4|N|LV00000785
2023|45110000|1|9|104.29|184.03|1976|4|N|LV00000786
2023|42110000|2|1|94.1|203.14|1997|3|N|LV00000787
2023|26110000|3|2|149.58|134.11|1984|4|Y|LV00000788
2023|47110000|2|2|154.76|264.16|1964|4|N|LV00000789
2023|27110000|1|2|83.81|257.27|2006|2|N|LV00000790
2023|44130000|2|3|105.61|224.71|1994|3|N|LV00000791
2023|11170000|2|9|58.85|124.7|1998|3|N|LV00000792
2023|41130000|5|2|41.56|95.39|1992|4|N|LV00000793
2023|11200000|3|3|83.33|61.34|2015|2|N|LV00000794
2023|28110000|3|2|108.7|97.62|1971|4|N|LV00000795
2023|44130000|4|2|48.31|288.96|1965|4|N|LV00000796
2023|47110000|2|3|49.34|142.77|1993|4|N|LV00000797
2023|11140000|2|2|42.32|142.24|2014|2|N|LV00000798
2023|28110000|2|3|177.64|157.09|1989|4|N|LV00000799
2023|11140000|4|3|144.94|204.96|1986|4|N|LV00000800
2023|41130000|1|1|46.19|278.4|1997|3|N|LV00000801
2023|47110000|2|3|139.03|60.82|1981|4|N|LV00000802
2023|26140000|3|2|107.45|251.48|1995|3|N|LV00000803
2023|27110000|1|2|121.8|151.21|2020|2|N|LV00000804
2023|26110000|3|9|169.15|104.17|1985|4|N|LV00000805
2023|45110000|3|2|105.68|176.84|1990|4|N|LV00000806
2023|45110000|2|1|71.86|175.9|2009|2|N|LV00000807
2023|44130000|3|3|160.43|66.01|2002|3|N|LV00000808
2023|26110000|1|1|48.69|56.19|1982|4|N|LV00000809
2023|11200000|4|3|186.45|199.26|1993|4|N|LV00000810
2023|11170000|1|9|189.47|228.55|1989|4|N|LV00000811
2023|11200000|1|3|82.09|196.0|1985|4|N|LV00000812
2023|43110000|2|2|159.01|125.29|1986|4|N|LV00000813
2023|41130000|2|9|185.96|180.08|1961|4|N|LV00000814
2023|45110000|2|2|185.46|274.72|1990|4|N|LV00000815
2023|42110000|2|1|40.59|279.45|1979|4|N|LV00000816
2023|46110000|3|3|50.2|92.72|2010|2|N|LV00000817
2023|11110000|2|3|108.27|55.67|1999|3|N|LV00000818
2023|42110000|3|3|119.37|206.38|2004|2|N|LV00000819
2023|11170000|1|2|81.94|77.09|1976|4|N|LV00000820
2023|26140000|5|1|33.79|246.29|1962|4|N|LV00000821
2023|28110000|3|1|97.31|105.82|1984|4|N|LV00000822
2023|41110000|3|2|70.6|70.63|1991|4|N|LV00000823
2023|11200000|2|3|100.58|250.34|1987|4|N|LV00000824
2023|11200000|4|2|69.19|86.3|1967|4|N|LV00000825
2023|11170000|1|1|98.47|32.39|1972|4|Y|LV00000826
2023|11200000|1|1|125.86|251.88|2005|2|N|LV00000827
2023|42110000|2|2|84.87|55.33|2016|2|N|LV00000828
2023|46110000|4|2|57.92|143.33|2022|2|N|LV00000829
2023|26140000|4|3|91.39|136.87|1991|4|N|LV00000830
2023|45110000|2|9|66.89|68.61|1998|3|N|LV00000831
2023|44130000|3|2|31.56|39.5|1998|3|N|LV00000832
2023|26110000|2|2|134.09|52.87|1983|4|N|LV00000833
2023|11200000|1|1|134.09|145.43|1980|4|Y|LV00000834
2023|27110000|2|2|77.25|288.41|1964|4|N|LV00000835
2023|11140000|1|2|192.66|225.73|1962|4|N|LV00000836
2023|47110000|2|2|162.03|222.99|1980|4|N|LV00000837
2023|44130000|2|2|182.43|210.82|1983|4|N|LV00000838
2023|27110000|2|3|104.5|237.66|1993|4|N|LV00000839
2023|41110000|2|2|114.28|172.95|2021|2|N|LV00000840
2023|26140000|2|2|144.45|296.11|2015|2|N|LV00000841
2023|11110000|3|2|125.86|194.09|1972|4|N|LV00000842
2023|11200000|2|2|140.28|200.34|1992|4|N|LV00000843
2023|11110000|2|1|97.84|35.72|1995|3|N|LV00000844
2023|27110000|3|3|43.91|233.76|2022|2|N|LV00000845
2023|28110000|1|1|166.17|126.09|1985|4|N|LV00000846
2023|27110000|2|1|89.72|238.92|1983|4|N|LV00000847
2023|42110000|2|2|129.51|258.82|2007|2|N|LV00000848
2023|43110000|2|2|86.42|36.02|1960|4|N|LV00000849
2023|41130000|2|2|106.79|133.88|1966|4|N|LV00000850
2023|26140000|4|9|135.01|274.34|1999|3|N|LV00000851
2023|26140000|2|1|124.13|64.55|1980|4|N|LV00000852
2023|28110000|5|1|45.37|230.96|1973|4|N|LV00000853
2023|43110000|2|1|62.37|117.27|2012|2|N|LV00000854
2023|26140000|2|1|51.3|167.53|1975|4|N|LV00000855
2023|43110000|2|3|123.66|273.98|1961|4|N|LV00000856
2023|26140000|2|2|91.02|200.9|1961|4|N|LV00000857
2023|41130000|2|1|64.36|147.1|2017|2|N|LV00000858
2023|26110000|1|2|27.93|218.21|1993|4|N|LV00000859
2023|11140000|3|3|158.16|90.18|1960|4|N|LV00000860
2023|41110000|3|9|29.73|33.32|1975|4|N|LV00000861
