CRTR_YR|ADMDST_CLSF_CD|HOHL_SPIDN|SPIDN|LFNR_SE_CD|HOHL_REL_CD|SD_CD|AAGE|NTNLTY_CD|FMNM_ACHM_CD|HS_SHAPE_CD|BRTH_YR|ENTCNY_YR
2023|11140000|HS00000752|SP00000752|1|1|1|61|410|003|G2|1967|
2023|46110000|HS00000753|SP00000753|1|3|2|94|410|001|G2|1953|
2023|41130000|HS00000754|SP00000754|1|3|1|21|410|004|G2|1951|
2023|28110000|HS00000755|SP00000755|1|4|2|33|410|002|G2|1969|
2023|43110000|HS00000756|SP00000756|1|2|1|30|410|001|G2|1934|
2023|27110000|HS00000757|SP00000757|1|1|2|45|410|004|G1|1934|
2023|11170000|HS00000758|SP00000758|1|1|2|29|410|001|G2|1968|
2023|43110000|HS00000759|SP00000759|1|1|2|32|410|002|G2|1936|
2023|11170000|HS00000760|SP00000760|1|2|1|83|410|001|G2|1955|
2023|41130000|HS00000761|SP00000761|2|2|1|54|410|003|G4|1993|
2023|47110000|HS00000762|SP00000762|1|1|1|46|410|004|G2|1995|
2023|46110000|HS00000763|SP00000763|1|4|1|51|410|001|G2|1998|
2023|27110000|HS00000764|SP00000764|1|1|1|92|410|002|G2|1988|
2023|44130000|HS00000765|SP00000765|1|1|1|56|410|002|G2|1980|
2023|41150000|HS00000766|SP00000766|1|1|2|55|410|003|G1|1998|
2023|41110000|HS00000767|SP00000767|1|4|2|89|410|002|G3|1958|
2023|11170000|HS00000768|SP00000768|1|4|1|22|410|003|G2|1973|
2023|27110000|HS00000769|SP00000769|1|1|1|55|410|003|G2|1958|
2023|42110000|HS00000770|SP00000770|1|5|2|76|410|001|G4|1966|
2023|47110000|HS00000771|SP00000771|1|4|1|58|410|003|G1|1983|
2023|11110000|HS00000772|SP00000772|1|3|2|85|840|003|G2|1957|
2023|43110000|HS00000773|SP00000773|1|4|1|86|410|004|G1|1932|
2023|45110000|HS00000774|SP00000774|1|1|1|45|410|003|G2|1980|
2023|47110000|HS00000775|SP00000775|1|3|1|81|410|004|G3|1980|
2023|28110000|HS00000776|SP00000776|1|2|1|38|410|002|G1|1965|
2023|11170000|HS00000777|SP00000777|1|3|2|37|410|003|G4|1943|
2023|26110000|HS00000778|SP00000778|1|1|1|93|410|004|G2|1964|
2023|45110000|HS00000779|SP00000779|1|3|2|20|410|001|G2|1941|
2023|45110000|HS00000780|SP00000780|1|5|1|46|410|003|G1|1998|
2023|41150000|HS00000781|SP00000781|1|1|2|67|410|004|G2|1996|
2023|11170000|HS00000782|SP00000782|1|5|1|51|410|003|G2|1973|
2023|11170000|HS00000783|SP00000783|1|1|2|83|410|004|G2|1986|
2023|41110000|HS00000784|SP00000784|1|1|1|38|410|002|G2|2002|
2023|41150000|HS00000785|SP00000785|1|1|1|61|410|004|G1|1987|
2023|11110000|HS00000786|SP00000786|1|3|2|29|840|003|G4|1983|
2023|42110000|HS00000787|SP00000787|1|2|1|35|410|002|G2|1935|
2023|41130000|HS00000788|SP00000788|1|1|2|33|410|001|G2|1945|
2023|11110000|HS00000789|SP00000789|1|2|1|75|410|001|G3|1977|
2023|11140000|HS00000790|SP00000790|1|1|2|35|410|002|G2|1932|
2023|28110000|HS00000791|SP00000791|1|1|2|70|410|004|G3|1941|
2023|43110000|HS00000792|SP00000792|1|4|1|45|410|002|G3|1985|
2023|45110000|HS00000793|SP00000793|1|2|2|62|410|002|G1|1968|
2023|28110000|HS00000794|SP00000794|1|3|1|85|410|002|G2|1934|
2023|26140000|HS00000795|SP00000795|1|2|1|84|410|002|G2|1969|
2023|47110000|HS00000796|SP00000796|1|5|2|20|410|004|G1|1976|
2023|28110000|HS00000797|SP00000797|1|1|2|78|410|002|G2|1936|
2023|26140000|HS00000798|SP00000798|1|1|2|91|410|002|G1|1954|2020
2023|28110000|HS00000799|SP00000799|1|1|1|70|410|003|G3|1970|
2023|11110000|HS00000800|SP00000800|1|2|1|34|410|003|G2|1938|
2023|26140000|HS00000801|SP00000801|1|2|1|69|156|002|G2|1948|
2023|41110000|HS00000802|SP00000802|1|3|2|67|840|001|G2|1977|
2023|46110000|HS00000803|SP00000803|1|1|2|69|410|003|G4|1972|1990
2023|43110000|HS00000804|SP00000804|1|1|2|52|410|003|G2|2000|
2023|44130000|HS00000805|SP00000805|1|2|2|59|410|003|G3|1996|
2023|41130000|HS00000806|SP00000806|1|5|1|68|410|003|G3|1932|
2023|11140000|HS00000807|SP00000807|1|1|2|54|410|003|G1|2000|
2023|27110000|HS00000808|SP00000808|1|1|2|78|410|004|G1|1941|
2023|47110000|HS00000809|SP00000809|1|1|2|73|410|001|G1|1988|
2023|11110000|HS00000810|SP00000810|2|1|1|42|410|001|G2|1963|
2023|45110000|HS00000811|SP00000811|1|1|1|65|410|004|G2|1949|
2023|42110000|HS00000812|SP00000812|1|1|1|76|410|004|G2|1929|
2023|26110000|HS00000813|SP00000813|1|2|2|56|410|002|G4|1975|
2023|44130000|HS00000814|SP00000814|1|1|2|73|410|003|G1|1934|
2023|45110000|HS00000815|SP00000815|1|1|2|29|410|002|G3|1969|
2023|11110000|HS00000816|SP00000816|1|1|1|48|410|004|G2|1938|
2023|11140000|HS00000817|SP00000817|1|4|2|72|410|002|G2|1996|
2023|42110000|HS00000818|SP00000818|1|1|1|87|410|004|G1|1983|
2023|47110000|HS00000819|SP00000819|1|1|1|68|410|002|G2|1957|
2023|11110000|HS00000820|SP00000820|1|1|2|69|410|002|G3|1951|
2023|42110000|HS00000821|SP00000821|1|2|2|45|410|003|G2|1943|
2023|11170000|HS00000822|SP00000822|1|4|1|72|410|002|G2|1977|
2023|42110000|HS00000823|SP00000823|1|1|1|46|410|001|G2|1957|
2023|41150000|HS00000824|SP00000824|1|1|2|23|410|001|G2|1957|
2023|11140000|HS00000825|SP00000825|2|1|1|38|410|004|G2|1930|
2023|42110000|HS00000826|SP00000826|1|2|1|65|410|002|G2|1995|
2023|46110000|HS00000827|SP00000827|1|4|2|92|410|001|G3|2002|
2023|45110000|HS00000828|SP00000828|1|1|2|57|410|004|G2|1960|
2023|11110000|HS00000829|SP00000829|1|1|2|84|840|004|G1|2002|
2023|26110000|HS00000830|SP00000830|1|3|2|78|410|002|G3|1989|
2023|26110000|HS00000831|SP00000831|1|3|2|62|840|003|G2|1966|
2023|28110000|HS00000832|SP00000832|1|1|2|80|410|004|G3|1983|
2023|11170000|HS00000833|SP00000833|1|1|2|50|410|001|G2|1984|
2023|45110000|HS00000834|SP00000834|1|1|2|53|410|002|G1|1978|
2023|44130000|HS00000835|SP00000835|1|3|1|75|410|003|G2|1952|
2023|44130000|HS00000836|SP00000836|1|2|2|67|410|003|G1|1976|
2023|11200000|HS00000837|SP00000837|1|2|2|59|410|002|G3|1944|
2023|11110000|HS00000838|SP00000838|1|3|1|52|410|001|G3|1992|
2023|46110000|HS00000839|SP00000839|1|1|1|93|410|004|G2|1996|
2023|26110000|HS00000840|SP00000840|1|1|2|24|410|003|G2|1991|
2023|42110000|HS00000841|SP00000841|1|1|2|24|410|004|G2|1935|
2023|46110000|HS00000842|SP00000842|1|4|2|55|410|002|G2|1983|
2023|11110000|HS00000843|SP00000843|1|2|1|22|410|003|G1|2001|
2023|11110000|HS00000844|SP00000844|1|1|2|45|410|002|G3|1980|
2023|11110000|HS00000845|SP00000845|1|1|2|62|410|002|G2|1952|
2023|11170000|HS00000846|SP00000846|1|3|2|50|410|003|G2|1976|
2023|11110000|HS00000847|SP00000847|1|3|2|35|410|004|G1|1975|2010
2023|44130000|HS00000848|SP00000848|1|2|1|41|410|004|G4|1997|
2023|41150000|HS00000849|SP00000849|1|1|2|65|840|003|G3|1953|
2023|47110000|HS00000850|SP00000850|1|4|1|91|410|001|G2|1987|
2023|44130000|HS00000851|SP00000851|1|3|1|78|410|003|G2|1996|
2023|47110000|HS00000852|SP00000852|1|2|1|61|410|004|G3|1950|
2023|26110000|HS00000853|SP00000853|1|2|1|30|410|002|G2|1933|
2023|26110000|HS00000854|SP00000854|1|4|2|38|410|003|G4|1958|
2023|45110000|HS00000855|SP00000855|1|4|1|53|410|002|G3|1933|
2023|26110000|HS00000856|SP00000856|1|2|1|38|410|001|G3|1973|
2023|11110000|HS00000857|SP00000857|1|1|1|71|410|003|G1|1965|2010
2023|42110000|HS00000858|SP00000858|2|1|1|47|410|002|G2|1977|
2023|44130000|HS00000859|SP00000859|1|3|2|82|410|003|G4|1965|
2023|47110000|HS00000860|SP00000860|1|2|2|40|410|003|G2|1937|
2023|46110000|HS00000861|SP00000861|1|1|1|57|410|004|G3|1956|
2023|11170000|HS00000862|SP00000862|1|1|1|73|410|004|G2|2001|
2023|44130000|HS00000863|SP00000863|1|4|2|35|410|003|G4|1960|
2023|45110000|HS00000864|SP00000864|1|4|2|77|410|001|G2|1975|
2023|42110000|HS00000865|SP00000865|1|5|1|63|410|003|G1|1963|
2023|44130000|HS00000866|SP00000866|1|1|2|68|410|004|G2|1962|
2023|45110000|HS00000867|SP00000867|1|3|1|54|410|002|G1|1959|
2023|28110000|HS00000868|SP00000868|1|3|1|90|410|003|G2|1939|2000
2023|11110000|HS00000869|SP00000869|1|1|2|77|410|004|G3|1939|
2023|28110000|HS00000870|SP00000870|1|1|1|34|410|002|G2|1931|
2023|11200000|HS00000871|SP00000871|1|5|1|61|410|002|G4|1958|
2023|11140000|HS00000872|SP00000872|1|1|1|87|410|002|G1|1982|
2023|11170000|HS00000873|SP00000873|1|2|1|40|840|004|G2|1989|
2023|42110000|HS00000874|SP00000874|1|2|2|60|410|002|G4|1940|
2023|41110000|HS00000875|SP00000875|1|2|1|76|410|002|G2|1935|
2023|41130000|HS00000876|SP00000876|1|1|1|40|410|003|G3|2001|
2023|43110000|HS00000877|SP00000877|1|3|1|58|410|003|G4|1987|
2023|41130000|HS00000878|SP00000878|1|1|1|61|410|004|G2|1953|
2023|41150000|HS00000879|SP00000879|1|3|2|33|410|004|G3|1991|
2023|11140000|HS00000880|SP00000880|1|1|2|33|410|004|G1|2000|
2023|45110000|HS00000881|SP00000881|1|2|1|62|410|004|G2|1929|
2023|28110000|HS00000882|SP00000882|1|3|2|33|410|002|G2|1996|
2023|11170000|HS00000883|SP00000883|1|1|1|91|410|002|G3|1987|
2023|44130000|HS00000884|SP00000884|1|1|1|59|410|003|G2|1929|
2023|43110000|HS00000885|SP00000885|1|3|2|72|410|003|G2|1996|
2023|11110000|HS00000886|SP00000886|2|1|1|49|410|003|G3|1944|1990
2023|11200000|HS00000887|SP00000887|1|1|2|42|410|001|G1|1961|
2023|11110000|HS00000888|SP00000888|1|1|2|56|410|001|G4|1963|
2023|26110000|HS00000889|SP00000889|1|4|2|73|410|001|G1|1941|
2023|11140000|HS00000890|SP00000890|1|2|1|49|410|002|G2|2002|
2023|43110000|HS00000891|SP00000891|1|1|1|41|410|004|G2|1999|
2023|41110000|HS00000892|SP00000892|1|5|2|30|410|004|G2|1989|
2023|47110000|HS00000893|SP00000893|1|1|2|60|410|004|G2|1967|
2023|43110000|HS00000894|SP00000894|1|1|1|70|410|003|G3|1931|
2023|41150000|HS00000895|SP00000895|2|1|1|59|410|001|G3|1998|2020
2023|41110000|HS00000896|SP00000896|1|1|2|39|410|004|G1|1972|
2023|11110000|HS00000897|SP00000897|1|1|1|38|410|004|G1|1971|2010
2023|11140000|HS00000898|SP00000898|1|2|1|48|410|004|G1|1989|
2023|41150000|HS00000899|SP00000899|1|1|2|46|840|002|G2|1978|
2023|11110000|HS00000900|SP00000900|1|2|2|35|410|001|G1|1988|
2023|11110000|HS00000901|SP00000901|1|1|2|90|410|004|G2|1993|
2023|11200000|HS00000902|SP00000902|1|1|2|44|410|001|G3|1964|
2023|46110000|HS00000903|SP00000903|1|1|2|38|410|004|G3|1934|
2023|28110000|HS00000904|SP00000904|1|2|1|65|410|004|G3|1973|
2023|43110000|HS00000905|SP00000905|1|3|2|80|410|004|G1|1956|
2023|27110000|HS00000906|SP00000906|1|1|1|54|410|003|G2|1953|
2023|11170000|HS00000907|SP00000907|1|1|1|70|410|004|G1|1940|
2023|27110000|HS00000908|SP00000908|1|1|2|27|410|004|G2|1942|
2023|11140000|HS00000909|SP00000909|1|3|2|59|410|004|G2|1936|
2023|44130000|HS00000910|SP00000910|1|1|2|24|410|002|G3|1942|
2023|11200000|HS00000911|SP00000911|1|3|2|30|410|003|G2|1934|
2023|27110000|HS00000912|SP00000912|1|1|1|64|410|004|G2|1931|
2023|47110000|HS00000913|SP00000913|1|1|1|35|410|001|G2|1947|
2023|41150000|HS00000914|SP00000914|1|3|1|22|410|001|G4|1967|
2023|28110000|HS00000915|SP00000915|1|1|1|33|410|002|G1|1980|
2023|41130000|HS00000916|SP00000916|1|1|1|77|410|002|G3|1961|
2023|44130000|HS00000917|SP00000917|1|5|1|64|410|004|G2|1941|
2023|26110000|HS00000918|SP00000918|1|1|1|48|410|004|G1|1947|
2023|41150000|HS00000919|SP00000919|1|1|2|93|410|001|G3|1964|
2023|45110000|HS00000920|SP00000920|1|1|2|48|410|002|G1|1998|
2023|41130000|HS00000921|SP00000921|1|1|1|85|410|004|G2|1983|
2023|28110000|HS00000922|SP00000922|1|3|1|45|410|003|G1|1960|
2023|11170000|HS00000923|SP00000923|1|1|1|21|410|001|G2|1975|
2023|26110000|HS00000924|SP00000924|1|4|1|28|410|003|G2|1969|
2023|47110000|HS00000925|SP00000925|1|2|2|40|410|004|G3|1981|
2023|41130000|HS00000926|SP00000926|1|5|2|33|410|002|G3|1998|
2023|26140000|HS00000927|SP00000927|1|3|2|31|410|002|G2|1969|
2023|28110000|HS00000928|SP00000928|1|4|1|48|410|003|G2|1970|
2023|41130000|HS00000929|SP00000929|1|2|1|93|410|004|G1|1945|
2023|41130000|HS00000930|SP00000930|1|1|1|35|410|003|G2|1995|
2023|42110000|HS00000931|SP00000931|1|1|2|37|410|004|G2|1967|
2023|26110000|HS00000932|SP00000932|1|2|2|94|410|004|G1|1939|
2023|42110000|HS00000933|SP00000933|1|1|2|35|410|002|G4|1983|
2023|28110000|HS00000934|SP00000934|1|3|2|82|410|002|G2|1980|
2023|46110000|HS00000935|SP00000935|1|1|2|66|410|003|G1|1997|
2023|11170000|HS00000936|SP00000936|1|3|2|89|410|001|G3|1960|
2023|11170000|HS00000937|SP00000937|1|1|1|61|410|001|G2|1939|
2023|28110000|HS00000938|SP00000938|1|4|1|64|410|001|G2|1967|
2023|41110000|HS00000939|SP00000939|1|1|1|36|410|004|G1|1972|
2023|42110000|HS00000940|SP00000940|2|1|1|63|410|004|G2|1947|
2023|27110000|HS00000941|SP00000941|1|3|2|70|410|004|G2|1970|
2023|46110000|HS00000942|SP00000942|1|3|1|94|410|001|G2|1974|
2023|41110000|HS00000943|SP00000943|1|3|1|27|410|002|G2|1946|
2023|11170000|HS00000944|SP00000944|1|5|1|31|410|002|G2|1982|
2023|11170000|HS00000945|SP00000945|1|1|2|21|410|001|G2|1940|
2023|47110000|HS00000946|SP00000946|1|3|2|79|410|002|G1|1983|
2023|11170000|HS00000947|SP00000947|1|1|1|26|410|002|G2|1965|
2023|47110000|HS00000948|SP00000948|1|2|1|88|410|004|G2|1985|
2023|26110000|HS00000949|SP00000949|1|1|2|47|410|001|G3|1956|
2023|11140000|HS00000950|SP00000950|1|1|2|41|410|004|G2|1971|
2023|26140000|HS00000951|SP00000951|1|2|2|93|840|004|G1|1986|
2023|41150000|HS00000952|SP00000952|1|3|2|74|410|001|G2|1948|
2023|28110000|HS00000953|SP00000953|1|1|2|61|410|002|G2|1933|
2023|44130000|HS00000954|SP00000954|1|4|2|86|410|002|G2|2001|
2023|41150000|HS00000955|SP00000955|1|2|2|76|410|004|G3|1961|
2023|27110000|HS00000956|SP00000956|1|1|1|67|410|004|G2|1950|
2023|41150000|HS00000957|SP00000957|1|2|2|44|410|004|G2|1950|
2023|47110000|HS00000958|SP00000958|1|1|1|93|410|002|G2|1987|
2023|28110000|HS00000959|SP00000959|1|1|1|73|410|004|G1|1995|
2023|11170000|HS00000960|SP00000960|1|2|2|90|410|004|G3|1965|
2023|27110000|HS00000961|SP00000961|1|1|1|92|410|003|G2|1956|
2023|45110000|HS00000962|SP00000962|1|1|1|61|410|001|G2|1982|
2023|11200000|HS00000963|SP00000963|1|3|2|46|410|002|G4|1976|
2023|47110000|HS00000964|SP00000964|1|1|1|91|410|001|G2|1964|
2023|41150000|HS00000965|SP00000965|1|3|2|94|410|004|G3|1970|
2023|41150000|HS00000966|SP00000966|1|3|1|29|410|002|G2|1967|
2023|26140000|HS00000967|SP00000967|1|1|2|67|410|003|G2|1952|
2023|46110000|HS00000968|SP00000968|1|2|2|65|410|002|G1|1930|1990
2023|11110000|HS00000969|SP00000969|1|1|2|76|410|004|G2|1944|
2023|26140000|HS00000970|SP00000970|1|2|2|93|410|004|G2|2003|
2023|28110000|HS00000971|SP00000971|1|1|1|38|410|002|G2|1977|2000
2023|41110000|HS00000972|SP00000972|1|4|2|93|410|002|G2|2003|
2023|41110000|HS00000973|SP00000973|1|1|2|68|410|001|G2|1938|
2023|11170000|HS00000974|SP00000974|1|2|2|26|410|001|G2|1955|
2023|11200000|HS00000975|SP00000975|1|1|2|58|410|004|G2|1987|
2023|11140000|HS00000976|SP00000976|1|1|2|30|410|004|G2|1941|1990
2023|41130000|HS00000977|SP00000977|1|1|2|91|410|004|G3|1961|
2023|26140000|HS00000978|SP00000978|1|2|1|77|410|003|G1|2000|
2023|41130000|HS00000979|SP00000979|1|5|2|87|410|001|G4|1992|
2023|41150000|HS00000980|SP00000980|1|1|1|65|410|001|G1|1943|
2023|42110000|HS00000981|SP00000981|1|1|2|49|410|003|G2|1982|
2023|41130000|HS00000982|SP00000982|1|1|2|52|410|002|G2|1964|
2023|42110000|HS00000983|SP00000983|1|1|2|91|410|001|G1|1936|
2023|41130000|HS00000984|SP00000984|1|4|1|31|410|001|G2|1982|
2023|42110000|HS00000985|SP00000985|1|4|1|86|410|003|G1|2003|
2023|41150000|HS00000986|SP00000986|1|4|1|51|840|004|G2|1997|2010
2023|26140000|HS00000987|SP00000987|1|1|2|64|410|002|G2|1935|
2023|26110000|HS00000988|SP00000988|1|1|2|70|410|004|G1|1959|
2023|44130000|HS00000989|SP00000989|1|3|1|26|410|002|G2|1979|
2023|26140000|HS00000990|SP00000990|1|1|1|31|410|003|G2|1998|
2023|41130000|HS00000991|SP00000991|1|2|1|32|410|001|G4|1951|
2023|11200000|HS00000992|SP00000992|1|1|1|78|410|003|G1|2001|
2023|28110000|HS00000993|SP00000993|1|1|1|25|410|002|G2|1997|
2023|41130000|HS00000994|SP00000994|1|4|1|65|410|004|G2|1959|
2023|41150000|HS00000995|SP00000995|1|1|1|28|410|002|G2|1955|
2023|41110000|HS00000996|SP00000996|1|5|1|77|410|001|G4|1961|
2023|27110000|HS00000997|SP00000997|1|1|1|93|156|001|G2|1935|
2023|47110000|HS00000998|SP00000998|1|1|2|51|410|002|G2|1983|
2023|41110000|HS00000999|SP00000999|1|1|2|35|410|002|G2|1962|
2023|44130000|HS00001000|SP00001000|1|1|2|53|410|002|G2|1981|2010
2023|43110000|HS00001001|SP00001001|1|2|2|71|410|003|G2|1976|
2023|41130000|HS00001002|SP00001002|1|1|1|74|410|004|G2|1992|
2023|46110000|HS00001003|SP00001003|1|2|2|67|410|003|G1|1944|2010
2023|11170000|HS00001004|SP00001004|1|4|2|63|410|002|G1|1951|
2023|46110000|HS00001005|SP00001005|1|1|1|67|410|003|G4|1950|
2023|45110000|HS00001006|SP00001006|1|1|1|36|410|004|G3|1993|
2023|41110000|HS00001007|SP00001007|1|1|1|35|410|001|G2|1995|
2023|43110000|HS00001008|SP00001008|1|3|2|89|410|001|G2|1945|
2023|41110000|HS00001009|SP00001009|1|2|2|63|410|001|G2|1954|
2023|26110000|HS00001010|SP00001010|1|1|1|84|410|004|G2|2001|
2023|44130000|HS00001011|SP00001011|1|2|2|66|156|004|G2|1954|
2023|26110000|HS00001012|SP00001012|1|1|1|54|410|002|G2|1930|
2023|26140000|HS00001013|SP00001013|1|1|2|62|410|004|G2|1947|
2023|41110000|HS00001014|SP00001014|1|1|1|71|410|003|G2|1983|
2023|45110000|HS00001015|SP00001015|1|5|2|33|410|004|G2|1980|
2023|27110000|HS00001016|SP00001016|1|1|1|54|156|004|G1|1947|
2023|41110000|HS00001017|SP00001017|1|1|2|74|410|004|G2|1973|2000
2023|11110000|HS00001018|SP00001018|1|1|1|26|410|002|G2|1948|2000
2023|11140000|HS00001019|SP00001019|1|2|2|25|410|003|G4|1931|
2023|11110000|HS00001020|SP00001020|1|1|1|32|410|001|G1|1973|
2023|11140000|HS00001021|SP00001021|1|1|2|64|410|004|G2|1960|
2023|45110000|HS00001022|SP00001022|1|1|2|37|410|002|G3|1967|
2023|45110000|HS00001023|SP00001023|1|2|2|52|410|002|G2|1965|
2023|44130000|HS00001024|SP00001024|1|1|1|30|410|003|G4|1998|
2023|11110000|HS00001025|SP00001025|1|4|2|38|410|004|G4|1929|
2023|11140000|HS00001026|SP00001026|1|1|1|21|410|003|G3|1963|
2023|26110000|HS00001027|SP00001027|1|1|1|80|410|004|G4|1986|
2023|41130000|HS00001028|SP00001028|1|5|1|54|410|003|G2|1960|
2023|26140000|HS00001029|SP00001029|1|3|1|33|410|004|G2|1974|2020
2023|41110000|HS00001030|SP00001030|1|1|2|59|410|003|G3|1942|
2023|11170000|HS00001031|SP00001031|1|3|1|89|410|002|G3|1947|
2023|43110000|HS00001032|SP00001032|1|2|2|81|410|004|G1|1975|
2023|26140000|HS00001033|SP00001033|1|1|2|86|410|002|G2|1950|
2023|11140000|HS00001034|SP00001034|1|3|1|50|410|003|G2|2001|
2023|43110000|HS00001035|SP00001035|1|3|2|47|410|002|G3|1931|
2023|46110000|HS00001036|SP00001036|1|1|1|43|410|002|G2|1965|
2023|11110000|HS00001037|SP00001037|1|2|1|42|410|002|G2|1954|
2023|28110000|HS00001038|SP00001038|1|1|2|88|410|002|G2|1955|
2023|45110000|HS00001039|SP00001039|1|1|2|30|410|004|G1|1980|
2023|43110000|HS00001040|SP00001040|1|5|2|83|410|004|G4|1952|
2023|45110000|HS00001041|SP00001041|1|2|1|88|410|003|G2|1974|
2023|28110000|HS00001042|SP00001042|1|2|2|83|410|001|G1|1952|
2023|27110000|HS00001043|SP00001043|1|2|1|67|410|001|G2|1997|
2023|43110000|HS00001044|SP00001044|1|2|1|84|410|001|G3|1993|
2023|11170000|HS00001045|SP00001045|1|1|2|22|410|003|G2|1934|
2023|26110000|HS00001046|SP00001046|1|5|1|81|410|004|G2|1948|
2023|41150000|HS00001047|SP00001047|1|2|1|58|410|002|G2|1994|
2023|42110000|HS00001048|SP00001048|1|2|1|91|410|002|G3|1987|
2023|11170000|HS00001049|SP00001049|1|1|1|26|410|003|G3|1963|2020
2023|41110000|HS00001050|SP00001050|1|1|2|89|410|004|G2|2003|
2023|27110000|HS00001051|SP00001051|1|1|1|63|410|002|G2|1973|
2023|41110000|HS00001052|SP00001052|1|1|2|27|410|002|G4|1979|
2023|47110000|HS00001053|SP00001053|1|1|1|58|410|003|G2|1993|
2023|11140000|HS00001054|SP00001054|1|2|2|22|410|004|G2|1981|
2023|47110000|HS00001055|SP00001055|1|4|2|26|410|003|G4|1982|
2023|28110000|HS00001056|SP00001056|1|1|1|59|410|003|G3|1998|
2023|44130000|HS00001057|SP00001057|1|1|2|81|840|003|G2|1956|
2023|28110000|HS00001058|SP00001058|1|2|2|28|410|001|G3|1983|
2023|26140000|HS00001059|SP00001059|1|1|2|39|410|004|G2|2001|
2023|44130000|HS00001060|SP00001060|1|4|1|49|410|001|G2|2002|2010
2023|42110000|HS00001061|SP00001061|1|1|2|60|410|002|G1|1931|
2023|11170000|HS00001062|SP00001062|1|1|2|20|410|002|G2|1995|
2023|42110000|HS00001063|SP00001063|1|1|1|67|410|003|G2|1935|2020
2023|43110000|HS00001064|SP00001064|1|4|1|57|410|001|G2|1991|
2023|27110000|HS00001065|SP00001065|1|1|2|92|410|001|G3|1997|
2023|46110000|HS00001066|SP00001066|1|2|2|42|410|004|G1|1963|
2023|41150000|HS00001067|SP00001067|1|1|1|57|410|002|G3|1938|
2023|26140000|HS00001068|SP00001068|1|1|1|26|410|003|G2|1998|
2023|11110000|HS00001069|SP00001069|2|4|1|88|410|003|G1|1979|
2023|42110000|HS00001070|SP00001070|1|1|2|82|410|003|G1|1947|
2023|11200000|HS00001071|SP00001071|1|1|2|46|156|003|G2|1998|
2023|43110000|HS00001072|SP00001072|1|2|2|54|410|003|G2|1991|
2023|41110000|HS00001073|SP00001073|1|4|1|84|410|004|G2|1981|
2023|28110000|HS00001074|SP00001074|1|1|1|42|410|004|G2|1943|
2023|11170000|HS00001075|SP00001075|1|1|1|37|410|002|G2|1943|
2023|43110000|HS00001076|SP00001076|1|5|2|38|410|001|G1|1950|
2023|11170000|HS00001077|SP00001077|1|2|1|73|410|004|G2|1954|
2023|28110000|HS00001078|SP00001078|1|4|1|35|410|002|G1|2002|
2023|45110000|HS00001079|SP00001079|1|3|2|26|410|002|G1|1986|
2023|46110000|HS00001080|SP00001080|1|2|2|32|410|001|G2|1934|
2023|47110000|HS00001081|SP00001081|1|1|1|93|410|003|G2|1950|
2023|47110000|HS00001082|SP00001082|1|1|1|85|410|003|G2|1985|
2023|41130000|HS00001083|SP00001083|1|3|1|91|410|004|G3|1950|
2023|11200000|HS00001084|SP00001084|1|3|2|40|410|003|G3|1949|
2023|45110000|HS00001085|SP00001085|1|5|2|53|840|003|G2|1948|
2023|44130000|HS00001086|SP00001086|1|2|2|56|410|003|G2|1930|
2023|47110000|HS00001087|SP00001087|1|1|1|59|410|004|G1|1963|
2023|42110000|HS00001088|SP00001088|1|1|1|22|410|004|G2|1999|
2023|11170000|HS00001089|SP00001089|1|2|2|64|410|004|G2|1942|
2023|41110000|HS00001090|SP00001090|1|1|2|22|410|002|G2|2002|
2023|28110000|HS00001091|SP00001091|1|3|1|40|410|002|G4|1955|
2023|45110000|HS00001092|SP00001092|1|2|2|41|410|001|G1|1944|
2023|27110000|HS00001093|SP00001093|1|1|2|70|410|004|G1|1994|2020
2023|26140000|HS00001094|SP00001094|1|2|1|87|410|003|G3|1944|
2023|11140000|HS00001095|SP00001095|1|2|2|72|410|004|G2|1943|
2023|45110000|HS00001096|SP00001096|1|4|1|52|410|004|G2|1954|
2023|43110000|HS00001097|SP00001097|1|1|2|59|410|002|G1|1979|
2023|11110000|HS00001098|SP00001098|1|2|1|58|410|001|G2|1988|
2023|28110000|HS00001099|SP00001099|1|1|2|31|410|001|G4|1951|
2023|41110000|HS00001100|SP00001100|1|2|2|91|410|004|G2|1992|
2023|28110000|HS00001101|SP00001101|1|1|1|88|410|002|G2|1953|
2023|46110000|HS00001102|SP00001102|1|4|1|38|410|002|G2|1991|
2023|11170000|HS00001103|SP00001103|1|4|2|28|156|004|G2|1978|
2023|26140000|HS00001104|SP00001104|1|2|2|32|410|002|G2|1966|
2023|11200000|HS00001105|SP00001105|1|2|2|67|410|004|G2|1991|
2023|26110000|HS00001106|SP00001106|1|1|2|22|410|003|G1|1944|
2023|46110000|HS00001107|SP00001107|1|2|2|27|410|004|G2|1951|
2023|46110000|HS00001108|SP00001108|1|1|2|68|410|001|G3|2002|
2023|11110000|HS00001109|SP00001109|1|3|2|30|410|002|G3|1940|
2023|41150000|HS00001110|SP00001110|1|1|1|25|410|001|G3|1950|
2023|11200000|HS00001111|SP00001111|1|3|2|21|410|001|G2|1941|
2023|11200000|HS00001112|SP00001112|1|1|1|72|410|004|G3|1958|
2023|26110000|HS00001113|SP00001113|1|2|2|47|410|003|G3|1957|
2023|11200000|HS00001114|SP00001114|1|2|1|41|410|002|G1|1975|
2023|41110000|HS00001115|SP00001115|1|1|1|67|410|002|G2|1986|
