CRTR_YR|ADMDST_CLSF_CD|HOHL_SPIDN|SD_CD|AAGE|HS_SHAPE_CD|HS_SE_CD|MBHS_CNT|LVQT_KIND_CD|DTHS_TYPE_CD|LVQT_SN|HH_FMTN_CD|HH_HS_TYPE_CD|MCLTR_HS_YN
2023|41110000|HS00000342|1|21|G2|1|5|1|2|LV00000342|6|05|N
2023|27110000|HS00000343|1|93|G3|4|2|2|2|LV00000343|5|04|N
2023|41150000|HS00000344|2|30|G4|3|4|3|2|LV00000344|6|01|N
2023|11170000|HS00000345|2|24|G3|3|2|2|1|LV00000345|1|04|N
2023|41110000|HS00000346|1|58|G3|2|3|2|1|LV00000346|6|01|N
2023|43110000|HS00000347|1|92|G2|2|4|2|3|LV00000347|4|02|N
2023|45110000|HS00000348|1|26|G3|3|4|2|3|LV00000348|3|05|N
2023|26110000|HS00000349|1|39|G3|2|3|1|3|LV00000349|3|01|Y
2023|41150000|HS00000350|1|61|G2|1|5|2|3|LV00000350|3|01|N
2023|26140000|HS00000351|1|56|G1|2|4|3|2|LV00000351|5|05|N
2023|44130000|HS00000352|2|30|G1|2|6|1|2|LV00000352|3|04|Y
2023|27110000|HS00000353|1|91|G2|4|1|2|2|LV00000353|1|02|N
2023|42110000|HS00000354|1|46|G2|2|4|2|1|LV00000354|6|02|N
2023|28110000|HS00000355|2|70|G2|2|5|4|2|LV00000355|4|05|N
2023|26110000|HS00000356|1|54|G3|3|3|5|1|LV00000356|3|04|N
2023|41130000|HS00000357|2|63|G3|1|2|4|2|LV00000357|5|02|N
2023|41150000|HS00000358|1|87|G2|3|4|2|3|LV00000358|3|01|N
2023|42110000|HS00000359|2|44|G1|1|3|1|2|LV00000359|4|03|N
2023|44130000|HS00000360|2|81|G2|4|3|2|3|LV00000360|1|02|N
2023|42110000|HS00000361|2|41|G2|2|6|2|9|LV00000361|2|03|N
2023|45110000|HS00000362|2|43|G3|2|3|1|9|LV00000362|3|01|N
2023|28110000|HS00000363|2|22|G3|2|2|1|3|LV00000363|5|03|N
2023|41110000|HS00000364|2|46|G2|2|1|2|3|LV00000364|5|02|N
2023|41110000|HS00000365|1|63|G2|3|1|2|2|LV00000365|5|05|N
2023|41130000|HS00000366|2|67|G3|3|4|2|3|LV00000366|3|02|N
2023|11170000|HS00000367|2|52|G3|4|2|4|2|LV00000367|3|02|N
2023|45110000|HS00000368|1|46|G2|4|1|2|9|LV00000368|4|02|N
2023|41110000|HS00000369|1|36|G4|2|3|1|2|LV00000369|2|04|N
2023|41130000|HS00000370|2|87|G2|3|2|2|2|LV00000370|4|04|N
2023|45110000|HS00000371|1|48|G1|2|4|2|3|LV00000371|4|02|N
2023|28110000|HS00000372|1|42|G2|4|1|4|3|LV00000372|6|04|N
2023|28110000|HS00000373|2|90|G3|1|6|2|1|LV00000373|3|01|N
2023|41130000|HS00000374|2|67|G4|4|6|2|2|LV00000374|1|01|N
2023|46110000|HS00000375|2|83|G1|2|6|2|2|LV00000375|3|02|N
2023|26110000|HS00000376|2|49|G2|3|2|2|2|LV00000376|5|04|N
2023|11170000|HS00000377|2|52|G2|3|5|2|9|LV00000377|3|03|N
2023|11140000|HS00000378|2|74|G3|2|1|2|2|LV00000378|3|03|N
2023|43110000|HS00000379|1|93|G2|4|5|2|3|LV00000379|3|04|N
2023|11110000|HS00000380|1|79|G2|2|5|1|2|LV00000380|2|01|N
2023|43110000|HS00000381|2|54|G3|3|2|3|1|LV00000381|5|02|N
2023|46110000|HS00000382|1|64|G2|4|3|2|2|LV00000382|5|04|N
2023|42110000|HS00000383|1|46|G3|1|6|1|2|LV00000383|6|05|N
2023|11170000|HS00000384|2|54|G3|4|2|2|3|LV00000384|1|01|N
2023|42110000|HS00000385|1|49|G1|4|4|2|2|LV00000385|5|02|N
2023|28110000|HS00000386|1|27|G4|2|2|2|2|LV00000386|1|05|N
2023|11110000|HS00000387|2|85|G2|4|1|4|2|LV00000387|1|05|N
2023|11200000|HS00000388|1|30|G4|1|5|2|9|LV00000388|6|02|N
2023|43110000|HS00000389|1|40|G1|1|6|4|1|LV00000389|3|01|N
2023|41130000|HS00000390|2|38|G3|4|4|2|1|LV00000390|2|03|N
2023|41110000|HS00000391|2|36|G2|4|4|2|2|LV00000391|2|04|N
2023|44130000|HS00000392|1|57|G1|1|4|2|3|LV00000392|1|02|Y
2023|41110000|HS00000393|2|92|G4|3|1|2|2|LV00000393|4|02|N
2023|47110000|HS00000394|1|44|G2|1|2|1|1|LV00000394|4|04|N
2023|11110000|HS00000395|2|75|G1|4|5|2|2|LV00000395|4|03|N
2023|26110000|HS00000396|2|74|G3|4|4|3|1|LV00000396|1|02|N
2023|11200000|HS00000397|1|77|G2|2|2|3|1|LV00000397|6|05|N
2023|28110000|HS00000398|2|66|G2|1|1|1|2|LV00000398|1|05|N
2023|46110000|HS00000399|1|75|G4|1|2|1|1|LV00000399|3|04|N
2023|27110000|HS00000400|1|77|G2|3|4|1|2|LV00000400|4|05|N
2023|26140000|HS00000401|2|71|G1|4|2|2|3|LV00000401|1|02|N
2023|11140000|HS00000402|1|61|G2|3|5|2|1|LV00000402|4|01|N
2023|27110000|HS00000403|2|26|G2|2|4|3|2|LV00000403|4|04|N
2023|11200000|HS00000404|2|58|G1|3|1|1|2|LV00000404|4|03|N
2023|11200000|HS00000405|1|76|G2|4|2|2|1|LV00000405|3|03|N
2023|11170000|HS00000406|1|45|G2|4|1|3|3|LV00000406|6|02|N
2023|41150000|HS00000407|1|38|G1|1|1|1|1|LV00000407|2|01|N
2023|43110000|HS00000408|2|64|G2|1|5|3|9|LV00000408|5|01|N
2023|43110000|HS00000409|1|29|G3|2|3|4|2|LV00000409|3|04|N
2023|11110000|HS00000410|1|73|G2|2|6|2|1|LV00000410|3|02|N
2023|46110000|HS00000411|2|93|G2|3|2|2|9|LV00000411|2|05|N
2023|41110000|HS00000412|2|56|G3|4|2|2|2|LV00000412|5|03|N
2023|41130000|HS00000413|1|22|G2|3|4|2|1|LV00000413|2|01|N
2023|45110000|HS00000414|1|40|G3|4|2|4|2|LV00000414|3|04|N
2023|26110000|HS00000415|2|22|G3|2|3|2|2|LV00000415|3|04|N
2023|41110000|HS00000416|2|54|G2|3|1|3|3|LV00000416|1|01|N
2023|11140000|HS00000417|1|43|G2|3|1|2|2|LV00000417|5|05|N
2023|41110000|HS00000418|2|77|G1|2|6|2|9|LV00000418|2|04|N
2023|26110000|HS00000419|1|83|G1|3|2|2|9|LV00000419|6|03|N
2023|11200000|HS00000420|2|52|G2|3|1|3|1|LV00000420|4|01|N
2023|41150000|HS00000421|2|93|G2|3|2|2|9|LV00000421|2|03|N
2023|11170000|HS00000422|1|53|G2|2|3|2|1|LV00000422|4|05|N
2023|47110000|HS00000423|2|28|G3|2|3|4|9|LV00000423|3|02|N
2023|11200000|HS00000424|2|88|G2|4|5|2|1|LV00000424|3|05|N
2023|11140000|HS00000425|1|49|G2|3|5|3|1|LV00000425|6|01|N
2023|28110000|HS00000426|1|86|G1|1|2|2|2|LV00000426|4|04|N
2023|27110000|HS00000427|1|75|G2|3|2|3|1|LV00000427|6|02|N
2023|42110000|HS00000428|1|90|G3|3|1|2|3|LV00000428|6|01|N
2023|42110000|HS00000429|2|68|G2|4|1|1|1|LV00000429|6|04|N
2023|41150000|HS00000430|1|64|G2|4|1|1|2|LV00000430|3|03|N
2023|41130000|HS00000431|1|37|G2|3|1|2|9|LV00000431|3|02|N
2023|44130000|HS00000432|2|40|G2|1|3|2|2|LV00000432|6|02|N
2023|42110000|HS00000433|1|44|G3|2|4|2|2|LV00000433|6|03|N
2023|11170000|HS00000434|1|43|G2|1|5|2|9|LV00000434|3|01|N
2023|28110000|HS00000435|2|64|G2|1|2|2|1|LV00000435|5|03|N
2023|42110000|HS00000436|2|85|G2|4|2|4|2|LV00000436|4|01|N
2023|26110000|HS00000437|1|22|G2|1|5|1|1|LV00000437|1|02|N
2023|45110000|HS00000438|2|66|G2|1|4|2|1|LV00000438|1|03|N
2023|41110000|HS00000439|2|76|G1|2|5|4|1|LV00000439|1|04|N
2023|26140000|HS00000440|2|53|G2|2|2|2|2|LV00000440|2|02|N
2023|27110000|HS00000441|1|40|G2|3|1|4|1|LV00000441|6|04|N
2023|41150000|HS00000442|2|52|G1|2|4|2|2|LV00000442|2|05|N
2023|43110000|HS00000443|2|82|G4|4|3|2|3|LV00000443|6|03|N
2023|26110000|HS00000444|2|88|G1|1|2|3|2|LV00000444|3|04|N
2023|11170000|HS00000445|2|71|G3|4|6|2|2|LV00000445|3|03|N
2023|11140000|HS00000446|2|56|G2|4|1|2|1|LV00000446|2|02|N
2023|41110000|HS00000447|2|68|G2|3|2|2|3|LV00000447|4|02|N
2023|46110000|HS00000448|1|70|G1|1|5|1|2|LV00000448|4|02|N
2023|47110000|HS00000449|2|77|G2|3|4|2|3|LV00000449|2|03|Y
2023|41130000|HS00000450|1|30|G3|3|2|3|2|LV00000450|5|01|N
2023|41130000|HS00000451|2|25|G2|3|4|1|2|LV00000451|5|04|N
2023|41110000|HS00000452|1|45|G2|2|3|2|2|LV00000452|5|01|N
2023|26110000|HS00000453|1|39|G1|2|2|1|2|LV00000453|3|04|Y
2023|28110000|HS00000454|2|66|G3|2|5|2|2|LV00000454|4|03|N
2023|46110000|HS00000455|1|59|G3|3|5|2|2|LV00000455|3|04|N
2023|41150000|HS00000456|2|88|G2|2|1|1|2|LV00000456|6|01|N
2023|26110000|HS00000457|1|78|G3|2|1|2|3|LV00000457|3|02|N
2023|11140000|HS00000458|2|31|G2|4|6|1|1|LV00000458|2|02|N
2023|43110000|HS00000459|2|83|G2|2|2|4|9|LV00000459|3|04|N
2023|46110000|HS00000460|1|77|G2|3|1|3|9|LV00000460|6|02|Y
2023|11140000|HS00000461|1|48|G1|4|4|2|1|LV00000461|6|02|N
2023|27110000|HS00000462|1|24|G1|4|2|1|1|LV00000462|3|01|N
2023|45110000|HS00000463|1|79|G2|3|6|2|2|LV00000463|6|02|N
2023|26110000|HS00000464|2|34|G4|2|6|1|1|LV00000464|2|05|N
2023|11200000|HS00000465|2|36|G2|1|1|2|1|LV00000465|2|01|N
2023|27110000|HS00000466|1|55|G1|4|2|2|2|LV00000466|2|05|N
2023|27110000|HS00000467|2|26|G1|3|4|2|2|LV00000467|2|05|N
2023|41110000|HS00000468|2|49|G2|3|3|3|1|LV00000468|2|05|N
2023|47110000|HS00000469|1|38|G2|4|1|3|9|LV00000469|2|04|N
2023|47110000|HS00000470|1|23|G1|2|3|2|1|LV00000470|3|04|Y
2023|41130000|HS00000471|1|87|G1|1|4|2|1|LV00000471|1|05|N
2023|11140000|HS00000472|2|39|G2|3|6|2|1|LV00000472|3|04|N
2023|26110000|HS00000473|2|60|G1|4|3|2|9|LV00000473|4|03|N
2023|11200000|HS00000474|1|81|G2|1|5|2|3|LV00000474|3|03|N
2023|11110000|HS00000475|2|56|G2|4|3|2|1|LV00000475|3|05|N
2023|27110000|HS00000476|1|41|G1|3|5|2|3|LV00000476|2|02|N
2023|11110000|HS00000477|2|75|G2|3|6|2|1|LV00000477|1|03|N
2023|41130000|HS00000478|1|71|G1|4|5|2|1|LV00000478|6|01|N
2023|26110000|HS00000479|1|20|G2|2|5|2|1|LV00000479|6|04|N
2023|43110000|HS00000480|2|81|G3|3|5|2|3|LV00000480|3|01|N
2023|41110000|HS00000481|2|28|G2|1|2|5|2|LV00000481|5|01|N
2023|47110000|HS00000482|2|75|G1|3|5|2|2|LV00000482|1|02|N
2023|41110000|HS00000483|1|27|G1|1|6|4|1|LV00000483|2|04|Y
2023|11170000|HS00000484|2|24|G2|1|6|2|9|LV00000484|4|05|N
2023|46110000|HS00000485|1|29|G3|2|2|2|9|LV00000485|5|03|N
2023|26140000|HS00000486|1|75|G2|2|3|2|1|LV00000486|5|04|N
2023|43110000|HS00000487|1|54|G2|4|5|2|2|LV00000487|3|02|N
2023|44130000|HS00000488|2|65|G1|4|1|2|2|LV00000488|6|01|N
2023|46110000|HS00000489|1|41|G3|4|5|2|9|LV00000489|4|01|N
2023|41150000|HS00000490|1|28|G3|3|2|2|2|LV00000490|2|01|N
2023|41110000|HS00000491|2|78|G2|1|6|1|1|LV00000491|3|02|N
2023|27110000|HS00000492|1|82|G2|3|4|2|2|LV00000492|2|04|N
2023|28110000|HS00000493|2|82|G2|2|3|2|2|LV00000493|1|01|N
2023|44130000|HS00000494|2|24|G2|3|1|2|2|LV00000494|1|02|N
2023|41130000|HS00000495|2|89|G2|3|5|2|1|LV00000495|3|04|N
2023|11110000|HS00000496|2|60|G2|4|4|1|3|LV00000496|1|01|N
2023|27110000|HS00000497|2|34|G2|2|4|2|3|LV00000497|6|03|N
2023|46110000|HS00000498|1|34|G2|4|1|2|2|LV00000498|6|02|N
2023|11200000|HS00000499|1|57|G2|3|3|2|2|LV00000499|5|05|N
2023|41110000|HS00000500|2|65|G2|3|5|2|2|LV00000500|5|03|N
2023|45110000|HS00000501|2|23|G1|4|6|2|2|LV00000501|4|03|N
2023|26110000|HS00000502|2|57|G2|4|3|2|1|LV00000502|5|05|N
2023|42110000|HS00000503|2|37|G3|2|2|2|2|LV00000503|6|04|N
2023|44130000|HS00000504|2|88|G2|1|5|3|2|LV00000504|4|03|N
2023|26140000|HS00000505|2|66|G3|1|2|2|9|LV00000505|5|04|N
2023|46110000|HS00000506|1|47|G2|2|6|2|1|LV00000506|2|03|N
2023|28110000|HS00000507|1|51|G3|3|4|2|2|LV00000507|6|04|N
2023|26140000|HS00000508|1|82|G2|4|6|2|2|LV00000508|5|02|N
2023|11200000|HS00000509|2|71|G1|1|2|2|3|LV00000509|1|02|N
2023|26110000|HS00000510|2|49|G3|2|1|3|2|LV00000510|2|05|N
2023|41130000|HS00000511|2|82|G2|4|5|2|1|LV00000511|1|03|N
2023|11200000|HS00000512|2|66|G3|4|2|2|2|LV00000512|2|03|N
2023|27110000|HS00000513|1|24|G2|4|3|2|1|LV00000513|5|01|N
2023|43110000|HS00000514|1|67|G2|4|2|2|2|LV00000514|5|02|N
2023|45110000|HS00000515|2|90|G1|1|3|2|2|LV00000515|6|04|N
2023|42110000|HS00000516|1|84|G2|3|6|2|2|LV00000516|1|03|N
2023|41110000|HS00000517|1|23|G2|3|5|2|2|LV00000517|4|02|N
2023|42110000|HS00000518|2|86|G3|2|1|2|1|LV00000518|5|01|N
2023|27110000|HS00000519|1|93|G3|4|6|2|2|LV00000519|6|03|Y
2023|26110000|HS00000520|1|32|G2|4|3|2|9|LV00000520|1|02|N
2023|43110000|HS00000521|2|67|G2|2|5|2|2|LV00000521|4|05|N
2023|11170000|HS00000522|1|76|G1|3|3|2|3|LV00000522|1|01|N
2023|46110000|HS00000523|2|23|G2|2|1|3|2|LV00000523|1|04|N
2023|28110000|HS00000524|1|82|G4|3|3|1|3|LV00000524|6|02|N
2023|44130000|HS00000525|2|49|G2|4|3|2|2|LV00000525|6|02|N
2023|11140000|HS00000526|1|42|G2|4|1|2|9|LV00000526|2|04|N
2023|41110000|HS00000527|1|39|G3|1|5|2|1|LV00000527|6|03|N
2023|28110000|HS00000528|1|57|G1|4|6|4|1|LV00000528|6|01|N
2023|27110000|HS00000529|2|79|G4|3|6|3|1|LV00000529|4|04|N
2023|41110000|HS00000530|2|81|G2|3|2|1|2|LV00000530|2|01|N
2023|42110000|HS00000531|1|36|G1|1|4|2|2|LV00000531|5|05|N
2023|47110000|HS00000532|1|82|G2|2|4|1|2|LV00000532|4|02|N
2023|44130000|HS00000533|1|81|G1|2|4|3|1|LV00000533|3|04|N
2023|11200000|HS00000534|2|24|G2|1|5|2|2|LV00000534|6|02|N
2023|47110000|HS00000535|2|43|G2|4|3|2|1|LV00000535|4|02|N
2023|41110000|HS00000536|2|21|G2|1|2|2|3|LV00000536|2|01|N
2023|28110000|HS00000537|1|94|G2|3|3|2|1|LV00000537|3|05|N
2023|11110000|HS00000538|1|55|G2|3|4|4|2|LV00000538|2|03|N
2023|42110000|HS00000539|2|40|G1|3|3|1|2|LV00000539|4|01|N
2023|46110000|HS00000540|2|87|G3|4|2|4|2|LV00000540|2|01|N
2023|26110000|HS00000541|2|71|G2|1|1|2|3|LV00000541|4|02|N
2023|45110000|HS00000542|1|90|G2|1|4|1|9|LV00000542|3|03|N
2023|11140000|HS00000543|1|80|G2|4|1|2|2|LV00000543|1|01|N
2023|47110000|HS00000544|2|91|G1|1|3|2|2|LV00000544|1|02|N
2023|26110000|HS00000545|1|36|G4|2|4|3|1|LV00000545|1|02|N
2023|41110000|HS00000546|2|35|G2|3|3|2|2|LV00000546|1|05|N
2023|11110000|HS00000547|1|25|G2|3|4|2|2|LV00000547|1|03|N
2023|46110000|HS00000548|1|45|G2|1|2|2|3|LV00000548|4|01|N
2023|41110000|HS00000549|2|61|G2|1|2|4|2|LV00000549|4|02|N
2023|47110000|HS00000550|2|62|G1|4|6|2|2|LV00000550|1|05|N
2023|27110000|HS00000551|2|70|G2|3|6|2|9|LV00000551|3|01|N
2023|11140000|HS00000552|2|74|G2|4|1|3|1|LV00000552|2|01|N
2023|42110000|HS00000553|2|81|G2|3|2|1|2|LV00000553|4|01|N
2023|11170000|HS00000554|1|58|G2|3|3|3|2|LV00000554|4|01|N
2023|41150000|HS00000555|2|40|G2|2|5|2|1|LV00000555|4|05|N
2023|11110000|HS00000556|2|52|G2|1|1|3|1|LV00000556|3|05|N
2023|11170000|HS00000557|2|85|G2|3|5|2|2|LV00000557|1|04|N
2023|41150000|HS00000558|2|81|G2|3|1|2|1|LV00000558|5|01|N
2023|42110000|HS00000559|1|88|G2|2|6|3|3|LV00000559|5|04|N
2023|11170000|HS00000560|1|60|G2|4|1|2|2|LV00000560|6|04|N
2023|11200000|HS00000561|1|78|G2|3|6|1|2|LV00000561|5|04|N
2023|45110000|HS00000562|1|50|G2|3|6|2|2|LV00000562|2|04|N
2023|11110000|HS00000563|1|20|G2|3|5|2|1|LV00000563|5|04|N
2023|11200000|HS00000564|1|75|G2|1|6|3|1|LV00000564|6|03|N
2023|47110000|HS00000565|2|26|G2|4|3|3|2|LV00000565|1|01|N
2023|41130000|HS00000566|1|67|G2|1|4|2|2|LV00000566|4|05|N
2023|11110000|HS00000567|1|94|G1|1|4|1|2|LV00000567|4|05|N
2023|46110000|HS00000568|1|21|G2|4|1|2|2|LV00000568|6|03|N
2023|26140000|HS00000569|1|75|G2|1|6|2|2|LV00000569|4|03|N
2023|43110000|HS00000570|1|85|G3|3|5|3|3|LV00000570|6|05|N
2023|41150000|HS00000571|1|67|G2|1|3|2|2|LV00000571|5|03|N
2023|27110000|HS00000572|1|71|G2|3|2|3|3|LV00000572|5|02|N
2023|27110000|HS00000573|1|87|G2|1|5|2|1|LV00000573|1|05|N
2023|41130000|HS00000574|1|78|G2|2|6|2|2|LV00000574|4|05|N
2023|27110000|HS00000575|2|22|G3|3|1|5|2|LV00000575|5|02|N
2023|11170000|HS00000576|1|78|G2|2|6|1|2|LV00000576|1|02|N
2023|43110000|HS00000577|2|76|G2|1|4|2|1|LV00000577|6|02|N
2023|42110000|HS00000578|1|37|G2|1|5|2|1|LV00000578|5|01|N
2023|41150000|HS00000579|1|69|G2|1|1|1|1|LV00000579|6|05|N
2023|43110000|HS00000580|1|83|G4|1|1|2|1|LV00000580|4|05|N
2023|41110000|HS00000581|2|83|G2|2|4|2|2|LV00000581|6|03|N
2023|46110000|HS00000582|2|85|G2|1|2|2|2|LV00000582|6|04|N
2023|46110000|HS00000583|1|78|G1|3|3|1|1|LV00000583|1|03|N
2023|47110000|HS00000584|1|29|G4|4|4|2|2|LV00000584|6|05|N
2023|11140000|HS00000585|1|56|G2|3|2|2|2|LV00000585|4|05|N
2023|11140000|HS00000586|2|37|G1|2|3|3|1|LV00000586|3|04|N
2023|28110000|HS00000587|1|25|G2|2|3|2|1|LV00000587|2|05|N
2023|42110000|HS00000588|2|39|G2|4|3|3|2|LV00000588|3|01|N
2023|26110000|HS00000589|2|88|G2|4|5|2|2|LV00000589|4|05|N
2023|11140000|HS00000590|2|64|G2|3|1|1|3|LV00000590|4|03|Y
2023|11110000|HS00000591|2|77|G2|1|6|2|1|LV00000591|5|02|N
2023|41130000|HS00000592|1|57|G2|4|5|1|2|LV00000592|5|05|N
2023|47110000|HS00000593|2|46|G4|3|1|2|2|LV00000593|5|05|N
2023|28110000|HS00000594|1|56|G3|1|4|2|3|LV00000594|4|01|N
2023|43110000|HS00000595|2|93|G2|2|2|3|3|LV00000595|6|04|N
2023|11110000|HS00000596|1|41|G2|3|1|3|1|LV00000596|6|05|N
2023|11200000|HS00000597|1|43|G3|4|5|2|9|LV00000597|6|04|Y
2023|42110000|HS00000598|1|83|G2|4|2|2|2|LV00000598|5|03|N
2023|27110000|HS00000599|2|47|G4|1|4|2|9|LV00000599|2|01|N
2023|11110000|HS00000600|1|87|G2|3|2|3|1|LV00000600|6|03|N
2023|11200000|HS00000601|2|93|G2|4|2|4|2|LV00000601|6|03|N
2023|44130000|HS00000602|1|24|G2|4|5|2|2|LV00000602|2|05|N
2023|42110000|HS00000603|1|70|G2|3|4|2|1|LV00000603|6|02|N
2023|44130000|HS00000604|2|27|G2|4|1|3|3|LV00000604|4|02|N
2023|26140000|HS00000605|1|85|G1|3|6|2|1|LV00000605|5|05|N
2023|46110000|HS00000606|2|28|G2|3|4|3|1|LV00000606|3|05|N
2023|46110000|HS00000607|1|86|G2|3|2|2|1|LV00000607|2|03|N
2023|27110000|HS00000608|1|77|G1|4|1|4|9|LV00000608|3|03|N
2023|11200000|HS00000609|1|60|G1|2|3|1|9|LV00000609|2|04|N
2023|47110000|HS00000610|1|35|G2|4|5|2|2|LV00000610|1|01|N
2023|26140000|HS00000611|1|40|G2|1|1|2|2|LV00000611|3|02|N
2023|41110000|HS00000612|1|52|G1|2|2|2|1|LV00000612|6|03|N
2023|46110000|HS00000613|1|83|G1|4|6|4|2|LV00000613|1|03|N
2023|26110000|HS00000614|1|87|G3|1|1|2|9|LV00000614|2|01|Y
2023|46110000|HS00000615|2|57|G1|4|5|2|3|LV00000615|2|03|N
2023|11170000|HS00000616|1|37|G2|3|2|2|2|LV00000616|2|04|N
2023|26110000|HS00000617|2|62|G1|1|4|2|1|LV00000617|1|05|N
2023|27110000|HS00000618|1|82|G1|1|5|2|3|LV00000618|2|04|N
2023|41110000|HS00000619|2|60|G2|1|6|2|9|LV00000619|4|04|N
2023|26110000|HS00000620|2|86|G2|2|4|1|9|LV00000620|3|03|N
2023|46110000|HS00000621|2|20|G2|2|2|2|2|LV00000621|4|01|N
2023|42110000|HS00000622|2|57|G2|4|1|2|1|LV00000622|6|02|N
2023|42110000|HS00000623|2|23|G2|4|5|1|9|LV00000623|1|03|N
2023|43110000|HS00000624|1|65|G1|1|4|1|2|LV00000624|2|03|N
2023|41150000|HS00000625|1|66|G3|3|5|2|1|LV00000625|6|02|N
2023|41150000|HS00000626|2|43|G1|4|6|2|1|LV00000626|2|04|N
2023|42110000|HS00000627|2|79|G3|3|5|3|2|LV00000627|1|03|N
2023|43110000|HS00000628|2|91|G2|1|4|2|3|LV00000628|2|02|N
2023|46110000|HS00000629|2|54|G2|1|5|1|9|LV00000629|3|03|N
2023|11200000|HS00000630|1|52|G2|3|4|3|9|LV00000630|2|04|N
2023|41110000|HS00000631|2|34|G2|4|2|1|2|LV00000631|4|01|N
2023|11200000|HS00000632|2|22|G2|1|2|2|9|LV00000632|2|02|N
2023|11200000|HS00000633|2|50|G4|1|1|2|1|LV00000633|4|02|N
2023|47110000|HS00000634|2|53|G2|1|3|4|1|LV00000634|6|02|N
2023|41110000|HS00000635|1|77|G3|2|2|2|1|LV00000635|2|04|N
2023|42110000|HS00000636|2|84|G2|4|6|1|3|LV00000636|4|02|N
2023|43110000|HS00000637|2|28|G1|4|6|2|9|LV00000637|5|03|N
2023|11110000|HS00000638|1|31|G2|2|5|2|3|LV00000638|1|02|N
2023|41110000|HS00000639|1|62|G4|3|3|2|9|LV00000639|3|01|N
2023|11200000|HS00000640|1|48|G2|1|1|2|2|LV00000640|4|05|N
2023|26140000|HS00000641|1|72|G3|3|4|2|3|LV00000641|2|03|N
2023|11200000|HS00000642|2|44|G2|3|1|3|2|LV00000642|3|02|N
2023|42110000|HS00000643|2|51|G3|4|1|1|3|LV00000643|3|03|N
2023|11170000|HS00000644|1|53|G3|4|1|2|3|LV00000644|6|05|N
2023|28110000|HS00000645|2|65|G2|1|3|3|2|LV00000645|1|01|N
2023|26140000|HS00000646|1|25|G2|2|5|2|1|LV00000646|4|05|N
2023|47110000|HS00000647|1|86|G2|1|3|2|1|LV00000647|6|01|N
2023|44130000|HS00000648|2|45|G4|1|5|3|3|LV00000648|6|05|N
2023|26140000|HS00000649|1|35|G2|1|4|2|2|LV00000649|4|02|N
2023|26110000|HS00000650|1|68|G2|4|6|2|2|LV00000650|3|02|N
2023|43110000|HS00000651|2|30|G3|2|3|4|9|LV00000651|1|04|N
2023|41150000|HS00000652|2|64|G2|3|2|1|2|LV00000652|2|01|N
2023|41130000|HS00000653|1|24|G2|3|1|1|2|LV00000653|5|01|N
2023|11140000|HS00000654|1|39|G2|4|2|2|3|LV00000654|1|03|N
2023|11140000|HS00000655|2|74|G2|3|1|2|2|LV00000655|5|05|N
2023|41150000|HS00000656|2|47|G2|4|2|2|2|LV00000656|6|02|N
2023|28110000|HS00000657|1|87|G1|2|6|2|3|LV00000657|3|03|N
2023|45110000|HS00000658|1|46|G3|4|4|2|2|LV00000658|5|02|N
2023|11110000|HS00000659|2|71|G2|4|4|2|2|LV00000659|6|04|N
2023|11200000|HS00000660|2|22|G3|3|3|3|1|LV00000660|5|05|N
2023|44130000|HS00000661|1|93|G2|2|4|2|3|LV00000661|4|05|N
2023|47110000|HS00000662|1|66|G4|1|4|2|2|LV00000662|4|02|N
2023|43110000|HS00000663|2|73|G2|1|6|2|3|LV00000663|2|02|N
2023|11110000|HS00000664|1|44|G2|2|5|1|2|LV00000664|1|05|N
2023|11110000|HS00000665|2|41|G4|2|4|2|1|LV00000665|5|03|N
2023|45110000|HS00000666|1|52|G2|1|5|1|2|LV00000666|4|02|N
2023|41110000|HS00000667|1|39|G3|4|4|2|2|LV00000667|6|02|N
2023|41110000|HS00000668|2|21|G2|1|6|2|3|LV00000668|5|01|N
2023|47110000|HS00000669|2|70|G2|2|4|2|2|LV00000669|2|01|N
2023|26110000|HS00000670|1|73|G2|2|6|2|2|LV00000670|6|02|N
2023|26110000|HS00000671|2|70|G3|4|2|3|3|LV00000671|1|04|N
2023|42110000|HS00000672|1|61|G2|1|2|1|1|LV00000672|1|04|N
2023|46110000|HS00000673|1|59|G2|4|2|4|3|LV00000673|4|01|N
2023|27110000|HS00000674|2|93|G1|3|5|1|2|LV00000674|4|01|N
2023|11170000|HS00000675|2|59|G2|4|6|2|2|LV00000675|5|05|N
2023|11110000|HS00000676|2|72|G3|4|3|4|1|LV00000676|4|04|N
2023|11110000|HS00000677|2|51|G3|4|3|2|1|LV00000677|2|04|N
2023|27110000|HS00000678|2|22|G2|2|3|3|3|LV00000678|1|05|N
2023|41130000|HS00000679|2|46|G1|3|2|2|2|LV00000679|6|04|N
2023|41110000|HS00000680|2|74|G1|2|4|3|3|LV00000680|3|02|N
2023|26110000|HS00000681|2|67|G1|4|5|1|2|LV00000681|2|03|N
2023|42110000|HS00000682|2|72|G3|1|5|2|2|LV00000682|1|04|N
2023|45110000|HS00000683|1|76|G2|3|1|2|2|LV00000683|5|05|N
2023|11200000|HS00000684|2|36|G2|1|3|1|9|LV00000684|6|03|N
2023|42110000|HS00000685|2|81|G3|2|4|2|9|LV00000685|6|01|Y
2023|41130000|HS00000686|1|73|G3|4|4|2|1|LV00000686|6|04|N
2023|42110000|HS00000687|2|43|G2|1|5|2|2|LV00000687|2|04|N
