기준년월|광역시도코드|시군구코드|시군구명|업종코드|업종명|평균단가|거래건수|평균매출금액|전월대비변화율|전년동월대비변화율
202501|44|26110|강남구|GG0201|일식|10635|1020|5254467|-0.1174|-0.0897
202501|46|41110|서초구|GG0101|일식|5446|2766|9509693|0.1776|-0.1979
202501|41|11110|강남구|FF0101|일식|13466|4630|5181713|-0.0418|-0.269
202501|42|41110|강남구|GG0201|일식|15625|2263|7787070|0.0613|0.2381
202501|26|43110|서초구|GG0101|카페|19099|490|4698210|0.2388|-0.0477
202501|43|44130|서초구|GG0201|한식|10389|1045|8795403|-0.0967|-0.2847
202501|11|47110|강남구|LL0101|한식|22040|4437|3885989|-0.1611|0.1459
202501|46|46110|수원시|FF0101|카페|23402|4502|3762240|0.0617|0.2193
202501|41|11170|부산진구|LL0101|한식|9339|4790|4117477|0.2628|0.3304
202501|45|46110|수원시|GG0201|일식|12501|2703|9525211|-0.1774|0.1836
202501|11|41110|성남시|GG0101|한식|27834|3794|4626707|0.081|0.2749
202501|43|41150|부산진구|FF0101|중식|13419|4462|1443894|0.1769|0.0858
202501|42|28110|부산진구|FF0101|한식|11198|3022|966464|0.2858|0.0473
202501|41|11110|강남구|GG0201|한식|25506|3401|2790487|-0.1363|0.1915
202501|27|43110|수원시|FF0101|일식|7418|456|5032792|-0.0951|-0.1626
202501|45|42110|강남구|GG0201|한식|25022|719|7733203|-0.1912|0.1814
202501|45|45110|수원시|GG0101|중식|24586|3278|9441931|0.2547|0.0734
202501|43|43110|성남시|GG0101|일식|14627|1108|9125373|0.2248|0.2069
202501|27|43110|수원시|LL0101|중식|25378|3901|2567503|0.171|-0.2366
202501|47|42110|성남시|GG0101|한식|23408|4531|7826296|-0.1314|0.1957
202501|47|46110|서초구|GG0101|카페|22695|3211|9747156|-0.038|0.3953
202501|41|45110|서초구|LL0101|한식|22711|3259|3148370|-0.0993|0.0702
202501|41|27110|수원시|FF0101|한식|21413|4548|5405851|0.003|-0.2633
202501|45|11170|성남시|FF0101|카페|24063|1897|7255330|0.1096|-0.1719
202501|44|11200|부산진구|FF0101|한식|14751|4262|4757708|-0.0253|0.34
202501|41|28110|성남시|LL0101|카페|19963|1599|7029336|-0.1431|0.1632
202501|11|11140|강남구|FF0101|카페|13975|354|5901185|0.0292|0.3617
202501|47|46110|수원시|GG0201|중식|6632|723|4643139|0.2658|0.0946
202501|41|41130|수원시|FF0101|카페|5796|1311|6726647|0.1133|0.1547
202501|41|45110|성남시|GG0101|일식|5924|1413|6391674|-0.0161|0.2763
202501|42|41110|서초구|GG0101|일식|5742|2329|9622785|0.1772|-0.2588
202501|47|45110|성남시|LL0101|중식|10307|1956|1350553|0.1527|0.1988
202501|26|27110|강남구|GG0201|한식|15365|3440|1533088|0.0607|-0.0533
202501|26|27110|성남시|FF0101|카페|20060|783|2444619|-0.1338|0.3647
202501|47|11140|수원시|LL0101|일식|26888|3650|4577710|0.0421|-0.1562
202501|44|26140|부산진구|FF0101|카페|24363|3564|6847972|0.152|-0.1317
202501|11|41110|수원시|LL0101|카페|27423|2000|7578899|0.1144|-0.2095
202501|45|27110|부산진구|GG0101|카페|21124|794|1642261|-0.0448|0.017
202501|44|44130|서초구|LL0101|한식|8995|2370|8887816|-0.0071|0.2125
202501|11|41110|성남시|GG0101|중식|6868|4582|6292219|0.2133|0.2222
202501|42|11140|서초구|GG0201|중식|14989|3537|7234805|0.2422|0.2887
202501|11|47110|강남구|GG0101|중식|29636|2983|2633303|0.0565|-0.2154
202501|42|42110|강남구|GG0101|중식|12514|3373|6582067|-0.1573|0.1026
202501|42|46110|부산진구|GG0101|카페|5633|3357|3906508|-0.0016|0.2464
202501|26|46110|수원시|GG0201|카페|17692|3073|973053|0.0907|-0.1912
202501|47|11200|성남시|GG0101|한식|22791|1523|4165814|-0.1981|-0.0686
202501|45|11140|부산진구|FF0101|카페|18476|1031|5252813|-0.0069|-0.1162
202501|45|26110|서초구|FF0101|일식|13819|3460|6106529|0.0949|0.2935
202501|41|42110|서초구|GG0201|한식|12636|619|5584259|-0.0087|0.0011
202501|44|45110|강남구|LL0101|중식|19286|2597|6819009|-0.1816|0.2202
202501|47|46110|부산진구|FF0101|한식|22689|2668|5258582|-0.1033|-0.2211
202501|27|41150|수원시|FF0101|중식|14620|1248|2768413|0.0275|0.264
202501|26|11140|부산진구|GG0201|한식|11941|1818|636156|-0.1454|0.2749
202501|44|11200|서초구|LL0101|중식|6792|4619|3831438|0.0642|-0.0168
202501|47|11110|성남시|FF0101|카페|25194|3371|6984027|-0.0614|-0.2865
202501|43|26140|부산진구|LL0101|일식|25234|4099|394225|-0.0607|0.017
202501|46|11110|성남시|FF0101|중식|21674|2830|9287324|0.0575|-0.0961
202501|46|11200|수원시|GG0101|카페|9228|4947|7216419|-0.1512|-0.0907
202501|46|11110|강남구|FF0101|중식|8429|1319|2664648|0.2866|0.0828
202501|44|41110|부산진구|LL0101|카페|14703|515|5197421|0.2497|-0.0902
202501|26|45110|수원시|GG0101|카페|28260|4757|7220994|0.1955|0.3262
202501|27|11110|성남시|LL0101|일식|18366|1450|4867611|-0.0816|0.1579
202501|11|11140|성남시|GG0101|일식|18622|1770|8763478|0.2771|0.2501
202501|43|43110|수원시|GG0101|카페|27783|2767|8460329|0.2348|-0.2079
202501|11|41130|강남구|LL0101|중식|27022|3773|9739645|0.25|-0.1852
202501|11|43110|수원시|GG0201|중식|7610|44|1086484|0.0877|0.2881
202501|45|41110|수원시|GG0201|일식|29058|3272|3966319|-0.0326|0.3402
202501|45|41110|서초구|LL0101|일식|14502|3425|1144990|-0.1906|0.2518
202501|45|44130|강남구|LL0101|중식|14429|3834|6148366|0.0657|-0.088
202501|11|41110|부산진구|FF0101|한식|14864|881|4744306|-0.1268|0.0751
202501|47|27110|성남시|GG0101|한식|22441|1188|5957764|-0.0812|0.1962
202501|11|46110|서초구|LL0101|한식|22590|167|2571954|-0.1504|-0.2667
202501|26|28110|강남구|GG0101|한식|13227|3928|6915157|0.2862|0.1288
202501|27|11200|서초구|GG0201|중식|24628|4582|7254832|0.2639|0.1764
202501|44|45110|수원시|GG0201|중식|15236|3403|4121664|-0.1027|0.239
202501|11|27110|강남구|GG0101|중식|10639|436|3455494|0.2397|0.1368
202501|41|45110|부산진구|GG0101|카페|19997|609|6552415|-0.1053|0.2738
202501|46|28110|수원시|FF0101|한식|7999|3461|9783691|0.2815|0.3359
202501|41|28110|서초구|GG0201|중식|29933|2378|4829738|-0.1056|-0.0529
202501|46|46110|수원시|GG0101|카페|21390|1492|4388890|0.0708|0.1186
202501|42|45110|서초구|GG0201|한식|18977|60|5056539|-0.1945|0.2563
202501|27|45110|부산진구|GG0201|한식|29399|236|4987978|-0.0247|0.3134
202501|43|11110|서초구|FF0101|일식|12970|84|2765610|-0.0283|-0.0171
202501|46|11140|서초구|GG0201|카페|27618|1211|7715783|0.2337|0.3636
202501|44|26110|부산진구|GG0201|한식|22998|255|1218269|0.243|0.1821
202501|43|47110|서초구|GG0201|한식|19862|916|9864207|0.0388|0.3833
202501|43|26110|성남시|LL0101|일식|12987|2310|9593639|0.0618|0.1359
202501|44|41150|수원시|GG0201|중식|8862|169|7871695|-0.0994|0.3933
202501|45|11170|성남시|GG0201|일식|5675|1461|9013011|-0.1959|0.3266
202501|27|41110|부산진구|GG0201|한식|14935|929|1679122|-0.0879|0.0254
202501|26|11140|성남시|GG0101|중식|22384|894|1725062|0.1005|-0.1077
202501|45|44130|서초구|GG0101|중식|29501|1925|3575367|0.0596|0.2091
202501|45|28110|강남구|LL0101|한식|28915|4807|9752609|-0.1543|0.0455
202501|44|11110|부산진구|GG0201|일식|11340|3422|866159|-0.1603|-0.2015
202501|26|47110|서초구|GG0201|한식|13019|3197|3186422|0.1077|-0.1366
202501|47|11140|수원시|GG0101|중식|29600|2445|4569506|-0.1263|0.0946
202501|47|42110|성남시|GG0101|한식|22109|129|5936767|0.1617|0.3383
202501|26|11140|성남시|LL0101|중식|15860|4247|2443134|0.2665|0.2116
202501|42|41150|수원시|FF0101|중식|18252|2185|5269952|-0.0779|-0.1213
202501|46|11110|강남구|GG0201|카페|5609|3730|959667|0.0404|-0.1855
202501|46|11140|수원시|GG0101|중식|23262|2945|6811228|-0.1416|0.275
202501|43|11170|성남시|GG0201|일식|6792|321|4003362|-0.1607|0.2248
202501|42|26110|강남구|GG0101|카페|29142|2772|9104052|0.0088|-0.1772
202501|27|26110|성남시|GG0101|일식|16045|53|5638649|0.144|0.2412
202501|43|41130|서초구|GG0101|중식|22234|3611|2696761|0.2206|0.3286
202501|43|27110|성남시|LL0101|중식|24004|3757|2022999|-0.1416|0.1201
202501|26|41130|강남구|GG0101|일식|21174|220|4941980|0.2712|0.0173
202501|46|11170|서초구|LL0101|한식|15636|891|7582738|-0.1391|0.0693
202501|43|11170|성남시|GG0201|일식|5509|1582|6271528|-0.1613|0.23
202501|44|46110|서초구|LL0101|한식|26099|3843|1127442|0.0162|0.3471
202501|42|11110|수원시|FF0101|카페|14055|960|9585835|0.2373|-0.2357
202501|44|41150|수원시|FF0101|한식|29469|3829|4089417|-0.1918|-0.025
202501|44|45110|부산진구|GG0201|중식|20462|4816|2393376|0.1449|-0.2507
202501|43|47110|부산진구|GG0201|일식|6145|4635|191619|0.0313|-0.2708
202501|47|41130|성남시|FF0101|한식|20124|3133|4916960|-0.0593|-0.1972
202501|27|11140|서초구|LL0101|중식|20706|2927|7255253|-0.0256|-0.2895
202501|26|11200|강남구|LL0101|일식|21157|1706|2610646|-0.1044|0.3963
202501|47|46110|수원시|FF0101|한식|9313|2792|732126|0.07|-0.0585
202501|41|41150|강남구|GG0201|한식|22937|4572|7178614|0.0181|0.0471
202501|27|46110|강남구|GG0201|중식|23952|1866|7483936|0.049|0.1757
202501|47|11170|수원시|GG0101|일식|16315|4018|3043964|-0.1913|0.1821
202501|47|41130|성남시|FF0101|카페|11628|608|9661323|-0.0948|0.3315
202501|27|41150|수원시|GG0101|중식|9610|3462|5924590|0.2081|-0.0138
202501|41|11170|성남시|LL0101|일식|24324|2162|8303692|0.2142|0.0499
202501|41|46110|서초구|GG0201|카페|16962|3143|2881014|0.1047|-0.0529
202501|11|11200|수원시|GG0101|카페|7671|4026|5395625|0.1687|-0.1219
202501|11|44130|수원시|GG0201|일식|11030|1336|7769544|0.2369|-0.1356
202501|44|27110|수원시|FF0101|한식|23148|710|9669868|0.1526|-0.0513
202501|26|45110|수원시|GG0101|일식|26803|2610|6591762|0.2863|0.0334
202501|46|46110|성남시|LL0101|카페|23149|3544|7737988|0.2871|0.0423
202501|42|45110|강남구|GG0201|중식|10059|4194|2559411|-0.0975|-0.0665
202501|26|11200|수원시|GG0201|일식|26595|754|1073361|-0.1949|-0.2646
202501|26|11200|서초구|GG0101|한식|13552|808|9472998|-0.1744|0.3283
202501|27|45110|성남시|GG0201|카페|23958|4009|870242|-0.1451|-0.0299
202501|11|11200|수원시|GG0201|일식|26114|3456|8324086|0.2612|-0.0407
202501|43|26140|성남시|FF0101|한식|9168|1365|1928693|-0.0518|0.0284
202501|41|47110|서초구|FF0101|한식|11056|2152|9399497|0.2762|0.169
202501|44|41150|서초구|GG0101|중식|18535|3045|7635564|0.2567|0.2718
202501|26|28110|강남구|GG0101|한식|26898|2204|6129809|0.1963|0.2374
202501|45|45110|서초구|LL0101|카페|19808|4264|4487468|0.0559|-0.1004
202501|46|41130|서초구|FF0101|카페|18827|4699|9999738|0.2149|-0.0784
202501|44|41110|성남시|GG0201|한식|5069|301|4705614|0.2264|0.2829
202501|45|26110|강남구|LL0101|중식|8789|2149|1971624|-0.1977|-0.1676
202501|47|26140|성남시|LL0101|중식|5015|2550|9016728|-0.0522|-0.1346
202501|41|41110|수원시|FF0101|일식|10061|4122|462915|0.2574|0.0992
202501|26|11110|수원시|FF0101|일식|12312|3240|7654265|-0.1602|-0.2816
202501|42|11170|부산진구|GG0101|일식|8010|3567|7865432|0.2765|-0.2326
202501|41|26110|부산진구|GG0201|카페|10456|2571|6580083|-0.1822|0.0522
202501|41|28110|서초구|LL0101|중식|14894|224|5888106|-0.1457|-0.2303
202501|47|46110|강남구|FF0101|일식|21679|1223|8040533|0.255|0.2222
202501|27|44130|강남구|GG0201|카페|5203|2273|3097662|0.0062|-0.2697
202501|44|44130|성남시|LL0101|카페|21152|1263|3548551|-0.1203|0.2192
202501|11|45110|서초구|GG0101|카페|19866|364|522253|0.085|-0.047
202501|47|45110|강남구|GG0101|중식|24692|2443|9404221|0.0896|0.1617
202501|41|47110|부산진구|LL0101|카페|20787|3465|1860052|-0.1691|0.237
202501|11|11140|성남시|GG0201|중식|18113|91|2824064|0.1961|0.3775
202501|11|26110|서초구|GG0201|카페|23404|1119|1186379|0.2861|0.0875
202501|42|41150|강남구|LL0101|한식|6991|1258|6903319|-0.0053|0.3949
202501|26|27110|수원시|FF0101|카페|20243|3714|8405165|-0.1578|-0.0814
202501|45|41130|강남구|GG0201|한식|15890|1517|4411236|0.2606|-0.189
202501|46|11110|성남시|FF0101|카페|11477|2071|2003426|0.0331|-0.0794
202501|41|44130|부산진구|GG0201|일식|16113|1955|2272162|-0.038|0.3667
202501|47|43110|서초구|FF0101|카페|22218|991|7374160|0.1954|0.288
202501|26|41110|서초구|LL0101|일식|6841|3162|268399|0.0819|0.3238
202501|26|26140|성남시|GG0101|중식|19664|3233|968960|0.2068|-0.0275
202501|46|11110|성남시|GG0101|한식|20982|3236|4205572|-0.0857|-0.0752
202501|43|42110|부산진구|GG0101|일식|16930|1111|9736770|0.1522|0.0765
202501|41|46110|서초구|GG0201|한식|9466|15|811072|-0.1563|0.1882
202501|43|11140|수원시|FF0101|중식|24618|1803|9342150|-0.1415|0.0712
202501|47|28110|성남시|GG0201|일식|11942|3974|9659944|-0.171|-0.2595
202501|26|11140|부산진구|GG0101|카페|9277|3429|1546285|-0.1701|-0.2963
202501|46|41130|성남시|GG0201|카페|9419|4093|9147590|-0.1289|0.139
202501|41|43110|수원시|FF0101|카페|5499|3983|8435542|0.077|0.3909
202501|11|11200|서초구|GG0201|카페|8572|780|4577472|-0.1359|-0.2421
202501|44|41150|부산진구|GG0201|카페|13885|19|6857432|0.0935|-0.1549
202501|11|11140|수원시|LL0101|중식|22014|1534|294615|0.1704|0.0956
202501|11|11200|강남구|GG0201|카페|8798|1903|8970092|-0.097|0.3178
202501|26|41150|강남구|GG0201|중식|10818|4968|8321613|0.234|-0.082
202501|43|26110|성남시|GG0101|카페|8783|1054|5005497|-0.0916|0.2481
202501|42|11200|수원시|GG0201|한식|28843|2664|2529047|0.2723|0.2199
202501|47|26140|부산진구|GG0101|중식|6437|3712|1310706|0.1299|0.0991
202501|44|44130|부산진구|FF0101|한식|12749|2130|7891067|0.017|-0.1427
202501|27|26140|강남구|GG0101|일식|9438|3315|275686|-0.0953|0.0716
202501|27|47110|성남시|LL0101|카페|14457|2220|4507695|-0.1198|-0.1986
202501|47|41110|수원시|FF0101|카페|18044|4201|1271302|-0.0571|-0.0196
202501|41|11140|부산진구|GG0201|일식|28610|1061|8875123|-0.1874|0.345
202501|43|44130|부산진구|GG0101|한식|15260|3437|4695244|0.232|-0.1346
202501|47|11140|성남시|GG0201|중식|10101|3607|6263335|0.1318|-0.2363
202501|43|46110|부산진구|FF0101|한식|9578|3758|7895552|0.0627|0.3126
202501|11|26110|서초구|LL0101|카페|8476|2375|1436566|-0.1059|-0.2554
202501|11|11170|성남시|GG0101|일식|29873|2028|3407862|0.2132|-0.0916
202501|41|45110|수원시|GG0101|한식|16541|3188|7731345|-0.1497|0.1959
202501|46|27110|부산진구|LL0101|일식|16915|424|6170291|0.0848|0.1468
202501|11|41110|강남구|GG0101|중식|10445|967|2707559|0.2644|0.233
202501|27|42110|서초구|LL0101|일식|20757|1234|7587801|-0.1913|0.1086
202501|26|41150|성남시|FF0101|중식|27976|3851|5378489|0.0522|-0.0161
202501|47|47110|수원시|LL0101|중식|15962|2007|7865773|0.2518|0.2976
202501|11|47110|수원시|LL0101|일식|7176|3882|7947957|0.203|0.2993
202501|47|41130|강남구|GG0101|중식|8414|4514|8470766|-0.1848|0.1733
202501|43|28110|서초구|FF0101|한식|22884|511|6425825|-0.0745|0.134
202501|45|41150|성남시|GG0101|한식|23251|4621|8002972|-0.1205|0.2468
202501|11|11170|서초구|LL0101|일식|22989|4921|5693111|0.2009|0.3509
202501|42|43110|성남시|GG0201|중식|8663|2477|9076511|-0.0875|0.0273
202501|27|43110|서초구|FF0101|한식|11992|2517|7748425|0.2616|0.3124
202501|45|41110|부산진구|GG0101|일식|7526|1161|9173083|0.1314|-0.0276
202501|47|28110|성남시|LL0101|일식|19879|1359|260347|-0.0497|-0.1118
202501|44|11200|부산진구|FF0101|일식|5644|2558|4549938|-0.1709|0.2841
202501|27|11110|부산진구|LL0101|카페|12424|2033|6274083|-0.1442|0.176
202501|27|27110|수원시|GG0201|중식|18376|2934|8852925|0.2566|0.0299
202501|11|41150|서초구|LL0101|한식|28728|4877|2817868|-0.1348|0.154
202501|43|44130|성남시|LL0101|한식|29854|3634|6624492|-0.0414|0.118
202501|26|26140|성남시|LL0101|중식|6415|1455|8483370|0.0605|-0.1564
202501|26|26110|강남구|LL0101|중식|21168|4575|3318802|0.1768|-0.1959
202501|47|41130|강남구|GG0201|카페|5444|371|6812558|0.0973|-0.177
202501|46|41130|수원시|GG0101|한식|6039|4563|157084|-0.0659|0.3377
202501|47|44130|강남구|FF0101|카페|10179|2745|9112382|0.2808|0.2495
202501|47|46110|수원시|GG0101|카페|27079|3094|2981382|0.0457|0.003
202501|41|41110|부산진구|FF0101|중식|22591|603|2350596|-0.0051|-0.0938
202501|27|26140|서초구|FF0101|중식|10125|569|8628606|0.1265|0.3536
202501|11|11200|서초구|GG0201|중식|29331|3792|2074000|-0.1796|-0.2114
202501|46|27110|강남구|GG0201|카페|25066|1655|7759798|0.0115|-0.1302
202501|41|11110|성남시|GG0101|카페|19960|517|4660810|-0.0518|0.1374
202501|42|45110|부산진구|FF0101|일식|11264|4572|4583211|0.1011|-0.0374
202501|45|43110|서초구|LL0101|카페|14772|2125|4844593|-0.1438|0.2374
202501|26|42110|부산진구|GG0101|카페|26317|3390|7878527|0.086|-0.0441
202501|47|46110|강남구|FF0101|한식|16965|2983|5922032|0.2792|0.1461
202501|42|11170|부산진구|LL0101|중식|26600|2250|9030856|0.1714|-0.1972
202501|47|43110|수원시|GG0101|한식|27452|4430|8348605|0.1922|0.2564
202501|43|42110|성남시|GG0201|중식|19903|1689|9389625|-0.0481|-0.1327
202501|27|42110|강남구|GG0201|한식|11233|1131|4284553|0.1351|-0.0162
202501|26|28110|수원시|GG0201|중식|20226|1844|7326503|0.0215|-0.0402
202501|41|42110|부산진구|GG0101|한식|20067|205|5605721|0.0637|0.1742
202501|43|11170|강남구|FF0101|일식|10985|4587|5488891|0.1637|0.3413
202501|26|47110|강남구|LL0101|중식|24554|3877|4140734|-0.0445|-0.2659
202501|11|44130|강남구|FF0101|중식|21900|2712|8012112|0.1855|-0.1916
202501|26|45110|성남시|FF0101|한식|29696|585|7187835|-0.1043|0.0474
202501|43|42110|부산진구|GG0201|카페|20942|939|4583149|0.1583|-0.2564
202501|43|45110|성남시|LL0101|카페|16446|2731|9242585|-0.0567|0.1268
202501|41|41150|강남구|LL0101|한식|10970|1027|6364445|-0.1921|0.3658
202501|11|11200|수원시|GG0101|한식|22577|3847|531595|0.2823|-0.2098
202501|47|41130|서초구|GG0101|한식|22428|1535|5788185|0.2709|-0.202
202501|41|44130|부산진구|FF0101|중식|10781|2508|7230874|-0.0988|0.1883
202501|44|26140|수원시|GG0101|중식|19561|1955|9447175|0.2459|0.3227
202501|41|47110|부산진구|GG0201|카페|17767|2993|4366932|-0.0057|0.2223
202501|45|42110|서초구|GG0101|일식|5180|3726|7426347|-0.0364|0.275
202501|44|46110|서초구|LL0101|일식|28352|3232|7988278|-0.0122|-0.2217
202501|42|11200|서초구|GG0101|카페|24116|1209|9809920|-0.1639|0.2254
202501|27|11110|강남구|GG0201|카페|23136|1254|5390605|0.2722|0.1511
202501|43|27110|부산진구|FF0101|한식|17906|3704|7868696|0.2995|-0.2774
202501|44|28110|서초구|FF0101|일식|5184|4413|9250483|-0.1341|0.3585
202501|44|11140|수원시|GG0201|한식|20326|458|1752421|-0.1345|0.3041
202501|41|42110|성남시|GG0101|카페|25478|4771|4510537|0.118|-0.2814
202501|43|41110|서초구|FF0101|일식|26950|3468|7971796|-0.064|-0.2684
202501|44|44130|강남구|GG0201|일식|17227|3471|6832967|0.2005|0.1849
202501|41|46110|수원시|GG0101|카페|8632|4876|8287590|-0.1998|-0.0937
202501|43|11140|강남구|GG0101|중식|5751|3990|9597385|0.0102|-0.2498
202501|11|26140|강남구|GG0101|한식|24464|3257|8566177|0.1302|-0.2005
202501|41|47110|서초구|GG0101|중식|15392|2729|8229306|0.2442|0.331
202501|27|26140|서초구|FF0101|중식|11852|438|8692240|-0.085|-0.1347
202501|26|11140|서초구|LL0101|한식|8918|1453|687079|0.1544|0.1477
202501|26|41110|강남구|GG0201|카페|29385|3446|7962564|0.1797|-0.1851
202501|43|47110|수원시|LL0101|한식|10050|2291|726254|0.2644|-0.0649
202501|45|42110|성남시|GG0101|한식|28597|4727|9208869|-0.0468|0.1259
202501|45|41150|성남시|FF0101|일식|18570|1444|4212949|0.1981|0.1925
202501|47|41130|성남시|FF0101|중식|26316|680|7800200|-0.1349|0.163
202501|41|43110|강남구|GG0101|카페|6789|3774|7445917|0.0746|0.2925
202501|45|41110|수원시|GG0201|중식|25443|2453|7833841|0.2068|0.2589
202501|27|41130|부산진구|GG0101|한식|14736|421|2328830|0.0233|0.0353
202501|11|11110|수원시|GG0101|일식|21472|4535|5837779|0.1267|-0.0356
202501|43|11110|수원시|LL0101|한식|14714|4868|5559442|0.0932|0.262
202501|47|45110|수원시|GG0201|일식|10621|353|5155206|-0.1688|0.0846
202501|11|47110|부산진구|FF0101|카페|7134|1194|1028396|0.123|-0.2461
202501|42|41150|강남구|LL0101|일식|5989|2244|7587352|-0.1033|0.2343
202501|46|44130|성남시|GG0101|카페|17067|4007|3327856|0.0642|-0.1667
202501|43|11140|수원시|FF0101|카페|15853|3727|1694954|-0.0695|-0.2881
202501|46|41150|수원시|GG0101|한식|25882|3400|2721508|-0.1848|0.1248
202501|42|45110|부산진구|GG0201|한식|25124|1053|2229998|0.2573|0.3522
202501|43|11170|서초구|GG0101|카페|27455|1260|1785118|0.276|0.0522
202501|11|42110|서초구|FF0101|중식|23185|2969|8028888|0.2863|-0.199
202501|47|44130|수원시|FF0101|일식|25832|4465|8435076|0.2911|-0.1781
202501|45|41110|부산진구|GG0101|중식|13343|3789|2314707|0.2283|0.0446
202501|26|47110|서초구|LL0101|중식|10789|4694|1798547|0.018|0.3035
202501|27|27110|서초구|FF0101|일식|29934|2851|8630233|0.2257|0.0344
202501|43|47110|부산진구|LL0101|카페|8687|2723|6712773|-0.0771|-0.1681
202501|44|47110|강남구|LL0101|일식|19578|3019|4248047|0.2095|0.0507
202501|43|46110|서초구|GG0101|카페|27648|4205|6115052|-0.0822|0.3745
202501|41|26140|강남구|FF0101|일식|28667|2795|7919420|0.1961|0.1275
202501|43|41130|성남시|GG0101|중식|14161|3396|7283268|0.0068|-0.2543
202501|26|47110|수원시|FF0101|일식|5763|866|7031462|0.1461|0.1459
202501|47|11170|부산진구|LL0101|일식|25822|3663|3452391|-0.1909|-0.0981
202501|41|45110|수원시|GG0201|일식|23566|2842|691059|-0.0758|0.3141
202501|44|45110|서초구|GG0201|한식|7975|762|5564014|-0.107|-0.1732
202501|47|45110|서초구|GG0201|중식|25126|3213|1105348|0.2951|0.0306
202501|43|11140|수원시|GG0201|카페|22495|1552|541932|-0.1697|0.2559
202501|42|41110|수원시|LL0101|중식|25611|4489|988153|0.0493|0.0587
202501|47|28110|성남시|GG0101|일식|25446|2560|1882346|0.0024|0.1608
202501|11|47110|수원시|LL0101|중식|7352|4806|7367520|0.0539|0.3711
202501|41|11110|부산진구|GG0201|일식|8513|4478|6732304|0.1305|-0.088
202501|44|42110|강남구|FF0101|카페|12614|2696|1293291|-0.0211|-0.1331
202501|43|44130|수원시|GG0101|카페|22455|4168|6954831|-0.0709|0.22
202501|11|42110|성남시|LL0101|카페|19868|4612|1780287|0.0284|-0.2228
202501|44|26110|서초구|LL0101|카페|14550|764|7703333|0.1378|-0.1399
202501|43|11110|수원시|LL0101|일식|18798|4253|5959965|0.2795|-0.0987
202501|26|41150|부산진구|GG0101|중식|29220|1430|4256414|0.1223|0.0766
202501|43|26140|수원시|GG0201|한식|25027|4678|1756540|0.1456|-0.1196
202501|26|28110|부산진구|FF0101|카페|13360|567|8743952|-0.1555|-0.0586
202501|44|45110|성남시|FF0101|카페|20300|37|6217531|0.2018|-0.0526
202501|46|44130|부산진구|GG0201|중식|21134|536|9159082|0.1828|0.2592
202501|27|26140|부산진구|GG0201|중식|20668|526|6782596|-0.1017|0.1594
202501|11|28110|부산진구|GG0101|카페|20399|4823|6993610|-0.0913|0.1454
202501|44|41150|강남구|LL0101|한식|8986|1615|9220872|-0.0807|-0.1409
202501|41|11110|수원시|FF0101|중식|7442|605|8374567|0.2286|-0.2075
202501|27|47110|강남구|GG0201|카페|12898|3752|4608310|-0.0797|-0.2312
202501|42|42110|부산진구|GG0201|일식|5925|280|2806654|-0.0159|0.1031
202501|27|26110|성남시|FF0101|중식|6893|2272|7000297|-0.1184|0.2104
202501|26|44130|수원시|GG0201|일식|21910|1985|3308360|0.0397|0.143
202501|46|27110|강남구|GG0101|카페|8143|1303|2591464|0.2702|0.2293
202501|27|43110|성남시|GG0101|한식|5259|810|2509307|0.0766|0.1595
202501|45|42110|서초구|GG0201|중식|23769|1325|2869929|-0.1328|-0.1667
202501|46|45110|강남구|GG0201|일식|15746|3429|4744537|-0.0347|-0.0469
202501|26|43110|서초구|FF0101|카페|23247|3697|8748291|0.1004|0.0766
202501|27|11170|수원시|FF0101|중식|26636|2892|1205721|0.2924|-0.0366
202501|47|41150|강남구|GG0201|일식|24717|4226|6059643|-0.0692|-0.0747
202501|45|41110|성남시|FF0101|한식|22542|2815|4110275|0.066|-0.2877
202501|41|11200|강남구|FF0101|중식|12624|1900|7402318|0.0981|0.2949
202501|11|11140|수원시|LL0101|한식|28332|2769|4795518|-0.1556|0.1455
202501|27|47110|성남시|GG0101|카페|17477|1278|1694006|0.2512|0.2937
202501|26|11140|서초구|GG0101|일식|29281|579|723966|0.2489|0.3513
202501|26|11110|강남구|GG0201|중식|19070|1249|139436|-0.0433|0.088
202501|26|26110|성남시|FF0101|중식|10242|3361|6193283|0.1192|0.0805
202501|44|43110|서초구|GG0201|카페|11268|4055|1842841|-0.1139|-0.026
202501|26|47110|성남시|GG0101|일식|23787|107|6043897|-0.0401|0.0014
202501|26|45110|부산진구|LL0101|중식|13576|4383|317583|0.138|0.2345
202501|26|11140|서초구|GG0201|카페|22617|2465|2532823|-0.0917|-0.1689
202501|47|44130|서초구|GG0101|중식|27068|4662|8110192|0.2436|0.1157
202501|43|11110|강남구|GG0101|카페|29738|2202|8973831|0.2752|-0.0688
202501|11|47110|성남시|GG0101|중식|5482|2905|4678180|-0.1943|-0.0219
202501|11|43110|성남시|GG0101|중식|14190|293|5004880|0.1967|-0.032
202501|43|26140|강남구|GG0101|중식|11294|3836|9291823|-0.1437|0.0652
202501|45|47110|강남구|LL0101|중식|27912|514|1242605|0.0564|-0.0954
202501|26|45110|수원시|GG0201|일식|17888|1946|4258632|0.2829|-0.1268
202501|27|11140|서초구|FF0101|중식|11397|3256|5128765|0.2274|0.0736
202501|27|42110|성남시|LL0101|중식|11692|740|6775344|0.2946|-0.2133
