"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구원수","노인가구여부","가구주_만연령","입주형태코드","주택종류통합코드","자산","자산_금융자산","자산_실물자산","자산_실물자산_부동산_거주주택금액","부채","부채_금융부채_담보대출금액","순자산","경상소득(보완)","경상소득_공적이전소득(보완)","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_의료비","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_연간지급이자(조사2)","가구주_은퇴여부","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_은퇴_적정생활비충당여부"
2023,180200312,1420.229860086,G2,3,G2,64,1,G1,23952,9412,14540,10000,4750,2750,19202,4457,1410,4249,1435,448,133,208,16,49,143,1,200,300,
2023,180200352,599.982073463,G2,1,G1,74,1,G1,14180,180,14000,14000,0,0,14180,1290,868,1215,627,230,90,75,15,0,0,2,0,0,4
2023,180200392,862.523779621,G2,2,G1,79,1,G1,127150,700,126450,20000,12500,6000,114650,3347,900,2575,2840,600,420,772,201,301,270,2,0,0,2
2023,180300302,1056.326263819,G2,3,G2,78,1,G1,51027,10677,40350,9000,0,0,51027,4036,1207,3807,1979,435,173,229,26,113,0,1,150,200,
2023,180300312,632.298553515,G2,1,G1,77,1,G1,11136,136,11000,10000,0,0,11136,854,526,825,651,187,96,29,9,0,0,2,0,0,3
2023,180300322,430.205661697,G2,1,G2,21,3,G1,2507,2257,250,0,0,0,2507,4503,300,3328,2530,600,36,1175,391,669,0,1,300,400,
2023,180300332,774.951233376,G2,3,G2,51,3,G1,2447,2447,0,0,0,0,2447,1840,268,1614,2224,720,15,226,1,145,0,1,150,250,
2023,180300342,276.258714321,G2,1,G1,72,1,G4,6542,542,6000,6000,1890,1890,4652,399,399,126,1219,360,567,273,5,37,225,1,200,300,
2023,180300352,1196.339150698,G2,2,G2,61,1,G2,23618,4618,19000,16000,330,0,23288,4505,634,4107,2447,720,300,398,187,211,0,2,0,0,4
2023,180300362,696.39560325,G2,2,G2,60,1,G1,116346,29996,86350,27000,0,0,116346,7471,3952,6255,5160,1800,720,1216,71,225,0,2,0,0,2
2023,180300372,686.619998206,G2,2,G1,73,1,G1,21450,2850,18600,18000,2000,2000,19450,1230,610,1064,3364,960,180,166,49,117,0,1,60,150,
2023,180300382,1179.811919633,G2,2,G1,73,1,G2,34815,1015,33800,13000,7250,3000,27565,4133,842,3567,2664,570,300,566,133,191,242,1,150,250,
2023,180900301,1300.283956389,G2,4,G2,49,1,G2,23923,2273,21650,20000,0,0,23923,5634,10,4683,3620,620,90,951,68,123,0,1,150,250,
2023,180900331,1898.533934906,G2,4,G2,53,1,G3,14291,7876,6415,6000,2000,2000,12291,6911,106,6011,3242,1188,480,900,35,301,144,1,200,400,
2023,180900341,1291.842886095,G2,3,G2,65,1,G2,31750,5790,25960,5000,7050,5000,24700,3750,900,3209,2696,575,980,541,32,14,435,1,150,250,
2023,180900351,990.351104607,G2,1,G1,69,1,G1,24130,6080,18050,2100,0,0,24130,2605,834,2557,1069,315,96,48,48,0,0,1,150,200,
2023,180900361,2265.008407911,G2,2,G2,56,1,G2,18943,9943,9000,9000,0,0,18943,9148,60,6803,5396,687,264,2345,652,1143,30,1,300,400,
2023,181000322,1262.304369719,G2,1,G1,71,1,G2,142900,59900,83000,45000,2000,0,140900,3345,523,3034,2776,680,1240,311,191,0,0,2,0,0,1
2023,181000362,1741.725122957,G2,3,G2,62,2,G2,18160,17760,400,0,12600,9600,5560,4771,159,4292,3317,960,60,479,38,201,220,1,200,250,
2023,181000372,1171.308226552,G2,1,G1,68,5,G2,16100,1100,15000,0,0,0,16100,2498,1505,2354,1228,720,30,144,38,105,0,2,0,0,4
2023,181000392,1538.056459164,G2,4,G2,62,1,G3,7195,945,6250,6100,0,0,7195,5570,343,5176,2903,840,760,394,42,352,0,1,200,300,
2023,181100302,4380.729143206,G2,3,G2,43,3,G2,18929,12061,6868,0,500,0,18429,10053,215,9213,3641,1200,103,840,140,575,75,1,350,400,
2023,181100322,609.896534846,G2,1,G2,39,2,G2,29268,23978,5290,0,0,0,29268,7052,5,5594,1930,600,100,1458,543,615,0,1,200,250,
2023,181100332,1890.141169116,G2,3,G2,61,1,G2,70895,16052,54843,52000,10000,10000,60895,8099,1379,6812,5864,2400,640,1287,110,477,350,1,300,400,
2023,181100342,1076.907390492,G2,2,G1,80,5,G2,30,30,0,0,0,0,30,1515,1115,1344,1506,500,240,171,1,0,0,2,0,0,4
2023,181100352,274.346494641,G2,1,G1,68,3,G1,400,400,0,0,600,0,-200,1824,635,1731,1059,545,2,93,1,24,68,1,100,170,
2023,181100362,2050.108090685,G2,1,G2,29,3,G1,1170,420,750,0,4065,0,-2895,1500,0,1399,2291,520,1200,101,21,0,80,1,200,300,
2023,181200302,274.346494641,G2,1,G1,67,3,G1,506,506,0,0,0,0,506,582,582,581,833,220,10,1,1,0,0,2,0,0,5
2023,181200322,1088.924449145,G2,2,G1,76,1,G1,33190,4110,29080,21000,0,0,33190,3094,1214,3008,1378,600,302,86,21,0,0,1,100,150,
2023,181200332,1101.925011847,G2,2,G1,75,1,G1,398944,13144,385800,13000,0,0,398944,1127,548,808,2276,828,630,319,164,13,42,1,250,300,
2023,181200342,1474.14535001,G2,5,G2,46,1,G2,39030,16330,22700,7000,90,0,38940,10595,526,9638,6452,1450,60,957,167,790,0,1,300,400,
2023,181200382,1420.155136762,G2,4,G2,50,3,G2,8823,7523,1300,0,0,0,8823,7344,1629,6393,3974,900,120,951,21,470,0,1,250,280,
2023,181200392,1642.1075562,G2,3,G2,61,1,G2,39444,9404,30040,29000,0,0,39444,5354,2540,4925,3700,800,500,429,48,231,0,1,200,300,
2023,181300302,686.619998206,G2,2,G1,71,1,G1,22627,8320,14307,14000,0,0,22627,2333,959,2178,1149,360,48,155,69,56,0,1,100,200,
2023,181300312,1318.381983215,G2,1,G2,57,1,G3,16581,3600,12981,12000,25,0,16556,4154,152,3728,2241,600,56,426,73,53,0,1,300,300,
2023,181300322,1255.978923456,G2,4,G2,55,1,G2,124601,103064,21537,17300,0,0,124601,12685,413,10005,6665,2400,1500,2680,1215,815,0,1,350,400,
2023,181300342,1077.562534795,G2,4,G2,41,1,G2,27101,10586,16515,13300,14600,12000,12501,11810,5332,9547,4410,1164,360,2263,105,754,1204,1,250,300,
2023,181300362,1180.672432896,G2,2,G2,60,1,G2,40961,3960,37001,7000,12000,0,28961,4974,614,3584,4000,1800,120,1390,92,428,0,1,200,300,
2023,181300372,2216.942485901,G2,1,G2,55,1,G2,11010,3510,7500,6500,0,0,11010,4444,5,3577,1910,600,100,867,220,427,0,1,100,130,
2023,181300382,370.07903187,G2,1,G2,39,3,G1,5024,2524,2500,0,0,0,5024,3255,5,2886,1782,480,10,369,93,264,0,1,100,200,
2023,181900341,2421.296802507,G2,3,G2,40,1,G2,21421,2921,18500,17000,1480,918,19941,6074,112,5418,2850,1000,100,656,228,258,170,1,150,300,
2023,181900351,956.548799644,G2,2,G1,81,1,G2,30170,1570,28600,24000,11910,11910,18260,2810,1230,1981,1480,480,240,829,25,0,804,1,150,200,
2023,181900381,940.878371588,G2,1,G1,76,1,G2,12800,1300,11500,11500,0,0,12800,1092,699,1077,752,480,30,15,15,0,0,1,150,200,
2023,182000302,1710.139777587,G2,3,G2,58,1,G1,106832,6432,100400,65000,11660,11560,95172,10843,0,8204,6260,1200,400,2639,436,1003,360,1,250,400,
2023,182000312,2036.396754978,G2,3,G2,72,1,G1,27030,630,26400,23000,13140,8000,13890,5152,1532,4306,1488,600,12,846,69,277,400,1,130,150,
2023,182000332,2049.718553129,G2,3,G2,48,5,G2,32588,15398,17190,0,1500,1500,31088,12671,600,11340,5138,2040,300,1331,147,629,155,1,300,400,
2023,182000342,1124.029169468,G2,2,G2,69,1,G2,86352,34320,52032,50000,0,0,86352,3924,1805,3672,2226,1200,45,252,151,0,0,2,0,0,3
2023,182000352,1553.921092434,G2,3,G2,66,4,G1,8128,6318,1810,0,0,0,8128,8861,1301,8465,3316,1500,20,396,82,314,0,1,200,300,
2023,182000382,3025.457289493,G2,1,G2,35,1,G2,9760,1660,8100,6500,20,0,9740,2961,0,2580,1744,676,5,381,85,246,0,1,100,150,
2023,182100302,845.392324821,G2,2,G1,79,1,G1,6075,50,6025,6000,0,0,6075,1791,979,1769,1493,720,500,22,22,0,0,2,0,0,4
2023,182100312,749.453829142,G2,2,G1,76,1,G1,30051,5400,24651,7000,8000,0,22051,3181,1270,2932,930,250,150,249,21,178,0,2,0,0,2
2023,182100322,603.797678735,G2,1,G1,75,5,G1,1215,1215,0,0,0,0,1215,657,357,596,452,240,60,61,1,0,0,2,0,0,5
2023,182100362,3660.886536289,G2,5,G2,41,1,G2,141768,15628,126140,30000,16000,3000,125768,11874,441,8624,3649,1500,75,3250,379,1305,1254,1,250,300,
2023,182100382,573.276214091,G2,4,G2,60,1,G2,75847,24820,51027,36000,7730,5460,68117,17802,0,15593,4400,1100,120,2209,449,1336,164,1,250,300,
2023,182100392,2397.157242868,G2,1,G1,65,1,G1,14424,2524,11900,6500,0,0,14424,1989,679,1819,1271,460,240,170,6,74,0,1,200,260,
2023,182200302,1365.98054809,G2,4,G2,54,1,G2,43106,16738,26368,12000,8804,6804,34302,16205,11,12113,4688,1440,120,4092,1210,2134,388,1,300,400,
2023,182200312,1483.669829069,G2,4,G2,55,3,G3,18485,7835,10650,0,3468,0,15017,11352,656,10322,4830,1000,920,1030,205,618,207,1,200,300,
2023,182200332,1251.725736352,G2,2,G2,60,1,G2,191015,38900,152115,48000,20000,20000,171015,22156,689,19418,4506,1200,50,2738,1361,467,600,1,400,500,
2023,182200342,1332.801233393,G2,2,G2,54,1,G1,84169,10566,73603,45000,13333,13333,70836,7795,100,6872,5510,1200,200,923,135,302,371,1,400,500,
2023,182200352,1792.18887006,G2,3,G2,60,1,G2,141144,63050,78094,48000,17850,17850,123294,21025,0,15688,7340,1440,180,5337,2621,994,522,1,400,600,
2023,182200362,541.911753861,G2,4,G2,64,1,G2,142500,24300,118200,25000,15841,0,126659,23321,1391,17853,5410,2000,200,5468,1400,1468,0,1,300,400,
2023,182200372,1101.358387669,G2,2,G1,73,1,G2,11600,100,11500,7500,0,0,11600,1672,1603,1537,1200,360,390,135,15,0,0,2,0,0,4
2023,182200382,1543.881673738,G2,3,G2,76,1,G2,32476,11676,20800,9000,0,0,32476,5399,1786,4999,1654,360,150,400,52,298,0,2,0,0,3
2023,182300302,1051.144512613,G2,2,G2,45,1,G1,29996,3196,26800,20000,13533,13000,16463,5631,827,4357,3030,360,600,1274,88,380,806,1,200,250,
2023,182300312,819.103259033,G2,2,G2,48,2,G1,15986,15436,550,0,0,0,15986,1615,1078,1551,1602,600,84,64,27,37,0,1,150,200,
2023,182300322,634.652965475,G2,5,G2,54,1,G1,116690,24990,91700,29800,62900,43900,53790,23444,120,10046,5300,1800,240,13398,2514,2760,7744,1,300,400,
2023,182300332,1412.632199071,G2,3,G2,60,1,G1,70970,15150,55820,28000,1000,0,69970,12437,0,9793,4304,1200,1000,2644,1323,1021,0,1,300,400,
2023,182300342,1196.609238939,G2,2,G2,63,1,G2,25240,7800,17440,17000,0,0,25240,2822,1767,2752,1440,600,30,70,40,0,0,2,0,0,4
2023,182300362,1241.592909332,G2,5,G2,48,1,G2,129680,13820,115860,67000,20000,0,109680,16421,100,12821,8200,2400,500,3600,106,1004,240,1,200,300,
2023,182300372,488.436704697,G2,1,G1,69,1,G1,12204,2204,10000,10000,4700,0,7504,1461,295,1411,535,300,36,50,14,0,0,2,0,0,4
2023,182300382,1365.961520556,G2,3,G2,80,1,G2,7109,510,6599,6000,0,0,7109,5618,1059,5096,1368,240,180,522,124,378,0,2,0,0,4
2023,182300392,1155.38020705,G2,2,G2,66,1,G2,11390,240,11150,10000,3700,3700,7690,2678,398,2209,1650,480,10,469,77,122,240,2,0,0,4
2023,182900301,1065.653764541,G2,5,G2,54,3,G2,19756,16656,3100,0,0,0,19756,5103,150,4513,4400,1800,200,590,53,397,0,1,200,300,
2023,182900311,1217.826325726,G2,2,G2,64,1,G1,62834,20364,42470,42000,1000,0,61834,4519,3998,3900,2840,1200,250,619,107,272,0,2,0,0,3
2023,182900351,945.386356872,G2,2,G2,66,3,G1,7270,7150,120,0,3000,0,4270,1607,732,1577,1257,360,250,30,1,29,0,1,150,200,
2023,182900381,1996.404611884,G2,2,G2,54,2,G1,16227,8708,7519,0,9300,0,6927,5962,1029,5491,3558,460,1000,471,76,232,163,1,200,300,
2023,183000312,1329.286756479,G2,1,G1,82,5,G1,500,500,0,0,0,0,500,1275,354,1274,503,240,40,1,1,0,0,1,100,150,
2023,183000322,1223.238359216,G2,2,G1,69,1,G1,20272,6580,13692,3700,0,0,20272,1720,1327,1634,920,240,255,86,26,0,0,1,150,250,
2023,183100302,4380.729143206,G2,1,G2,58,5,G1,420,220,200,0,0,0,420,804,148,416,1033,240,30,388,9,129,0,1,100,150,
2023,183100312,1466.038208322,G2,3,G1,70,1,G1,29664,4784,24880,8000,0,0,29664,5627,1656,5239,938,316,70,388,61,147,60,1,150,250,
2023,183100342,361.176578661,G2,1,G1,82,5,G1,2400,2400,0,0,0,0,2400,1067,369,1056,895,300,420,11,1,0,0,2,0,0,4
2023,183200302,900.397601537,G2,4,G2,42,5,G1,6475,5240,1235,0,0,0,6475,10181,135,8302,4360,1500,10,1879,362,827,0,1,200,300,
2023,183200312,1223.658807598,G2,2,G2,55,3,G1,16220,12770,3450,0,0,0,16220,3035,180,2826,2152,480,50,209,28,121,0,1,200,250,
2023,183200322,1485.294194807,G2,4,G2,39,1,G2,31619,8769,22850,13000,6200,6000,25419,5815,1166,4883,3664,1200,180,932,116,304,282,1,300,400,
2023,183200342,1129.500614188,G2,2,G2,62,1,G1,128576,1626,126950,7000,10000,9000,118576,15601,900,13800,2360,600,340,1801,274,929,438,1,150,180,
2023,183300302,1601.821744085,G2,1,G2,40,3,G1,2351,2081,270,0,0,0,2351,3224,0,2627,2593,602,10,597,116,301,0,1,200,300,
2023,183300312,632.298553515,G2,1,G1,81,1,G1,18690,4300,14390,8390,0,0,18690,920,651,744,1449,180,920,176,26,0,0,2,0,0,2
2023,183300322,888.853821806,G2,2,G1,81,1,G1,13254,1454,11800,6000,0,0,13254,1293,650,1230,720,240,120,63,13,0,0,1,80,100,
2023,183300332,888.853821806,G2,2,G1,76,1,G1,18900,3100,15800,15000,0,0,18900,1516,1514,1431,1884,720,200,85,3,12,0,2,0,0,3
2023,183300352,632.298553515,G2,1,G1,68,1,G1,6240,2240,4000,3400,0,0,6240,3453,1510,3394,770,240,210,59,2,7,0,2,0,0,3
2023,183300362,632.298553515,G2,1,G1,66,1,G1,37557,5188,32369,2300,500,0,37057,1901,843,1437,522,120,120,464,5,86,23,1,150,170,
2023,183900301,2055.785874674,G2,3,G2,56,1,G1,32632,6882,25750,19000,6700,6000,25932,9685,300,8051,3316,1200,50,1634,233,769,360,1,250,300,
2023,183900311,981.774388846,G2,1,G1,72,1,G1,16082,3482,12600,6000,0,0,16082,1871,835,1825,1210,360,300,46,6,0,0,1,180,200,
2023,190000202,578.110388628,G2,3,G2,53,1,G1,75378,27438,47940,30000,20000,10000,55378,11899,615,10395,5070,2400,100,1504,77,497,880,1,200,300,
2023,190000212,587.3320127,G2,4,G2,51,1,G2,63779,25829,37950,36000,0,0,63779,9924,890,9071,4896,1200,60,853,188,365,0,1,200,300,
2023,190000222,207.309094826,G2,2,G1,78,1,G1,74800,600,74200,37000,0,0,74800,1963,656,1590,836,360,50,373,81,192,0,1,200,300,
2023,190000232,240.267422266,G2,1,G1,68,1,G1,50010,10,50000,30000,15500,14000,34510,3195,714,2883,1458,600,360,312,102,0,210,2,0,0,4
2023,190000262,225.318673215,G2,1,G1,83,5,G1,150,150,0,0,0,0,150,521,191,500,440,160,120,21,1,0,0,2,0,0,4
2023,190000272,551.647751424,G2,4,G2,45,3,G2,26605,22605,4000,0,10570,5500,16035,10972,80,10009,4810,1500,400,963,52,260,591,1,300,500,
2023,190000292,537.488642761,G2,2,G2,43,2,G2,18600,17600,1000,0,13500,9500,5100,15245,0,12547,2880,1000,100,2698,829,1469,400,1,500,500,
2023,190000302,699.346303307,G2,2,G2,58,3,G1,8294,6794,1500,0,1430,0,6864,7107,20,6491,3121,600,10,616,132,255,12,1,250,400,
2023,190000312,541.19096252,G2,1,G1,90,5,G1,600,600,0,0,0,0,600,1368,1210,1353,681,360,36,15,1,14,0,2,0,0,3
2023,190000322,377.496320007,G2,2,G1,81,5,G1,30100,100,30000,0,0,0,30100,3016,389,2499,1384,360,300,517,210,307,0,2,0,0,3
2023,190000352,838.14413315,G2,6,G2,31,5,G2,11740,7280,4460,0,1000,0,10740,15435,4046,13291,3680,1500,100,2144,328,1466,0,1,300,400,
2023,190000362,418.72075068,G2,3,G2,53,1,G1,65774,12024,53750,30000,400,300,65374,3096,791,2798,1504,500,10,298,112,161,25,1,200,300,
2023,190000372,350.250276479,G2,2,G2,75,5,G4,800,800,0,0,300,300,500,2082,620,2001,1320,1000,60,81,1,60,20,2,0,0,4
2023,190000382,576.054258166,G2,3,G2,66,4,G1,9986,1486,8500,0,0,0,9986,5712,785,5234,2950,700,100,478,121,357,0,1,200,300,
2023,190100212,469.357496351,G2,3,G2,51,1,G1,21768,1468,20300,20000,0,0,21768,8019,297,7406,1919,300,300,613,176,437,0,1,150,300,
2023,190100222,892.679759555,G2,5,G2,66,1,G1,221858,11158,210700,45000,3700,3700,218158,8597,2612,7715,4811,2400,360,882,226,396,80,1,200,300,
2023,190100252,172.461343538,G2,2,G2,74,3,G1,555,555,0,0,9000,0,-8445,1374,879,943,1031,300,160,431,1,0,430,1,150,200,
2023,190100262,156.546892231,G2,2,G1,69,1,G1,210810,5200,205610,8440,0,0,210810,7421,1947,7113,2594,150,100,308,302,0,0,1,200,300,
2023,190100282,1415.718603639,G2,4,G2,34,2,G2,21020,20120,900,0,13671,13600,7349,4745,240,3720,3550,800,240,1025,57,388,280,1,200,300,
2023,190100292,1271.099070995,G2,4,G2,36,1,G2,38200,1900,36300,36000,13550,13400,24650,3857,1066,3000,2574,1020,300,857,46,257,554,1,200,250,
2023,190100312,1244.072263004,G2,2,G2,57,1,G1,123391,18200,105191,58000,2353,0,121038,9291,20,7787,2916,960,200,1504,537,837,40,1,300,500,
2023,190100322,345.903555384,G2,1,G1,83,5,G1,1200,1200,0,0,0,0,1200,1071,905,1050,695,480,84,21,1,10,0,2,0,0,5
2023,190100332,101.258105521,G2,1,G1,84,1,G1,69800,6800,63000,13000,0,0,69800,1215,816,1179,521,160,120,36,36,0,0,2,0,0,3
2023,190100342,261.158571508,G2,2,G1,75,1,G4,147853,12753,135100,100000,600,0,147253,9548,8102,7803,5070,1080,504,1745,171,502,0,2,0,0,2
2023,190100352,456.777678011,G2,4,G2,36,1,G1,40484,8964,31520,30000,3450,0,37034,7678,1383,6776,3784,1200,244,902,97,505,0,1,150,250,
2023,190100382,601.996104942,G2,4,G2,77,1,G1,35200,5000,30200,30000,0,0,35200,10217,1991,8964,4380,1500,280,1253,109,464,0,2,0,0,3
2023,190100392,905.732208022,G2,3,G2,36,1,G2,91830,1450,90380,75000,28143,27943,63687,9262,500,6945,4020,1800,270,2317,621,964,652,1,300,400,
2023,190200212,470.264722564,G2,4,G2,38,5,G1,43200,5400,37800,0,20000,0,23200,2780,240,1862,3600,600,300,918,190,428,0,1,300,500,
2023,190200252,207.712780242,G2,2,G1,67,1,G1,91418,550,90868,20000,0,0,91418,4239,338,4078,1919,780,5,161,86,75,0,1,150,300,
2023,190200282,429.147587116,G2,4,G2,50,2,G2,47748,18892,28856,0,33104,12000,14644,9082,79,6807,5258,1800,150,2275,73,772,900,1,300,500,
2023,190200322,397.825793849,G2,5,G2,70,1,G1,88170,2170,86000,85000,9950,9000,78220,9731,149,8056,6689,1800,200,1675,167,748,600,2,0,0,2
2023,190200342,173.760564395,G2,1,G1,86,4,G1,30,30,0,0,0,0,30,1022,962,1021,431,240,0,1,1,0,0,2,0,0,4
2023,190200372,405.93845545,G2,3,G2,59,1,G1,169302,90802,78500,50000,1000,0,168302,23243,0,19328,13990,800,450,3915,980,2505,60,1,500,600,
2023,190200392,599.630387653,G2,1,G2,42,1,G2,14613,2113,12500,10000,8430,8230,6183,5063,10,3741,2122,960,150,1322,191,483,324,1,250,300,
2023,190300202,340.15977596,G2,1,G2,27,3,G1,2420,2420,0,0,0,0,2420,1783,0,1487,2760,960,240,296,47,249,0,1,300,300,
2023,190300222,91.170980517,G2,1,G2,59,1,G2,65446,13946,51500,15000,0,0,65446,2902,46,2427,1717,360,84,475,33,392,0,1,150,250,
2023,190300262,91.170980517,G2,1,G1,82,5,G1,20,20,0,0,0,0,20,1443,762,1442,1023,240,560,1,1,0,0,2,0,0,5
2023,190300272,387.915930182,G2,3,G2,56,1,G2,138934,67981,70953,60000,0,0,138934,36375,0,24800,4930,1800,200,11575,7662,3563,0,2,0,0,2
2023,190300282,334.375561035,G2,4,G2,41,1,G2,78178,16978,61200,55000,5610,5000,72568,14467,100,10958,6690,1440,1000,3509,807,1221,171,1,400,500,
2023,190300292,91.170980517,G2,1,G2,56,1,G2,83620,12920,70700,70000,2000,2000,81620,3742,0,2899,1680,360,60,843,90,343,60,1,250,300,
2023,190300302,374.897654387,G2,3,G2,61,1,G1,120860,36860,84000,56000,100,0,120760,11039,20,9920,2326,720,10,1119,94,445,0,1,200,400,
2023,190300312,412.381539259,G2,1,G2,26,5,G1,4400,4400,0,0,0,0,4400,2136,74,1910,1612,720,30,226,1,175,0,1,200,300,
2023,190300322,101.258105521,G2,1,G1,68,1,G2,47200,24200,23000,23000,0,0,47200,4029,3578,3351,1950,1000,100,678,59,219,0,2,0,0,2
2023,190300332,358.11398953,G2,2,G2,54,3,G4,3510,2710,800,0,0,0,3510,6087,0,4091,5750,1000,50,1996,121,375,0,1,300,500,
2023,190300342,332.513822525,G2,4,G2,52,1,G1,100500,32100,68400,48000,0,0,100500,6114,30,5480,3390,1200,200,634,254,380,0,1,250,300,
2023,190300352,328.393365034,G2,2,G2,64,1,G1,58843,12413,46430,25000,0,0,58843,7444,1424,6378,1976,720,32,1066,216,700,0,1,230,350,
2023,190300362,918.510701896,G2,1,G2,42,3,G1,770,570,200,0,1000,0,-230,3804,1734,3397,1612,420,10,407,16,1,0,1,180,250,
2023,190300372,335.176727128,G2,3,G2,51,1,G1,32980,1980,31000,27000,9500,9500,23480,8771,30,7435,4970,2000,100,1336,75,411,550,1,300,500,
2023,190300382,273.324198984,G2,1,G1,73,4,G1,200,200,0,0,0,0,200,963,903,912,803,360,10,51,1,0,0,2,0,0,4
2023,190300392,332.513822525,G2,4,G2,53,3,G1,2752,2252,500,0,5000,0,-2248,5658,500,5011,4900,1800,300,647,75,322,250,1,300,500,
2023,190900231,194.453745623,G2,2,G1,73,1,G1,173175,1495,171680,37500,500,0,172675,5386,1375,4800,2683,600,360,586,212,219,0,1,200,350,
2023,190900241,374.08220812,G2,3,G2,64,1,G1,49397,2275,47122,25500,5785,2552,43612,5789,4732,4832,2625,480,20,957,155,177,440,2,0,0,3
2023,190900251,183.604457704,G2,1,G1,83,1,G1,17125,125,17000,17000,0,0,17125,895,612,870,666,300,36,25,20,0,0,2,0,0,4
2023,190900261,263.45803549,G2,2,G1,75,1,G1,974582,82082,892500,60000,17500,0,957082,15532,0,8866,7866,2400,24,6666,1091,365,0,2,0,0,1
2023,190900281,609.691262085,G2,2,G2,50,1,G2,51628,3188,48440,47000,21430,16500,30198,6789,0,5013,4217,2800,163,1776,451,611,714,1,350,450,
2023,190900311,616.683810586,G2,2,G1,66,1,G1,37008,4808,32200,13000,0,0,37008,6292,1297,6073,1536,600,240,219,40,89,0,1,100,150,
2023,190900331,682.062585013,G2,4,G2,55,1,G1,156570,6470,150100,18000,2400,0,154170,6692,180,5968,3694,1200,10,724,132,407,35,1,300,300,
2023,190900351,560.092353944,G2,3,G2,66,1,G1,35912,10912,25000,25000,0,0,35912,10121,559,9226,1560,800,10,895,141,709,0,1,100,200,
2023,190900371,632.806975488,G2,1,G2,60,3,G2,42540,3540,39000,0,4000,0,38540,4574,557,4391,2058,480,500,183,1,146,36,1,200,300,
2023,190900381,731.963676344,G2,5,G2,51,1,G2,80250,7850,72400,53600,27700,24300,52550,16278,0,12989,7810,1800,400,3289,1201,1248,690,1,200,400,
2023,191000232,333.069242272,G2,2,G2,63,1,G2,81770,10920,70850,70000,0,0,81770,10630,4623,10049,4290,800,530,581,181,0,0,2,0,0,3
2023,191000312,503.471232874,G2,2,G1,75,1,G1,73300,10100,63200,20000,6400,0,66900,2746,658,2201,1630,750,286,545,143,26,76,1,150,200,
2023,191000322,466.434192599,G2,1,G1,69,3,G2,1200,1200,0,0,0,0,1200,1131,1106,1117,812,600,12,14,1,13,0,2,0,0,5
2023,191100202,91.170980517,G2,1,G2,58,1,G2,69100,4000,65100,30000,0,0,69100,3605,0,3277,2777,1200,60,328,116,0,12,1,200,300,
2023,191100212,1299.032075537,G2,4,G2,46,1,G2,131100,28600,102500,100000,39600,37600,91500,17937,140,13390,6510,1200,120,4547,1764,1643,940,1,300,400,
2023,191100302,812.17212117,G2,5,G2,48,1,G1,112120,17820,94300,70000,45300,20600,66820,10554,140,7705,4570,1500,100,2849,409,770,1350,1,500,600,
2023,191100322,282.566125672,G2,1,G2,54,4,G3,1,1,0,0,3000,3000,-2999,1843,343,1642,1710,480,60,201,1,0,200,1,200,300,
2023,191100352,899.593775953,G2,5,G2,46,3,G3,32230,15930,16300,0,4700,1200,27530,7976,50,6987,7240,2000,500,989,61,668,260,1,400,500,
2023,191100362,686.349886977,G2,5,G2,53,1,G1,84098,25098,59000,55000,9000,6000,75098,15211,0,11774,6460,1500,50,3437,959,1896,282,1,300,300,
2023,191100372,374.423208864,G2,2,G2,71,2,G2,415200,47000,368200,0,33750,1750,381450,20378,5858,15225,4110,2400,120,5153,2126,877,150,2,0,0,2
2023,191200202,768.968550499,G2,4,G2,32,2,G2,83772,68340,15432,0,24500,0,59272,2822,840,1275,3962,1200,264,1547,38,159,1050,1,400,500,
2023,191200212,401.362275031,G2,4,G2,49,1,G2,52880,6880,46000,45000,22000,22000,30880,7737,120,3509,4560,1500,500,4228,510,948,2770,1,500,700,
2023,191200222,1315.644400422,G2,1,G2,32,2,G2,14600,14000,600,0,0,0,14600,8356,0,6781,2450,600,100,1575,792,663,120,1,300,400,
2023,191200232,672.993584805,G2,4,G2,29,2,G2,24200,21700,2500,0,0,0,24200,11306,1500,9933,3780,1000,350,1373,455,768,0,1,150,200,
2023,191200302,367.051622557,G2,4,G2,48,5,G2,6514,5014,1500,0,800,0,5714,5910,105,4560,4790,1200,200,1350,113,503,50,1,200,300,
2023,191200312,419.611871343,G2,2,G2,58,1,G2,55220,20220,35000,34000,8000,8000,47220,27224,0,24998,3060,1200,20,2226,1068,702,456,1,200,300,
2023,191200322,777.507722935,G2,3,G2,67,1,G1,173590,840,172750,25000,10200,10000,163390,10805,1062,9642,3190,720,120,1163,212,221,350,1,100,150,
2023,191200332,429.189233157,G2,3,G2,64,1,G2,13860,1860,12000,12000,0,0,13860,5353,1160,5117,716,360,15,236,15,221,0,1,100,150,
2023,191200342,408.258161153,G2,3,G2,62,5,G2,10285,9585,700,0,0,0,10285,6190,255,6019,1703,576,70,171,35,136,0,1,200,300,
2023,191200362,389.54603504,G2,3,G2,41,5,G1,3310,1010,2300,0,0,0,3310,6280,20,5601,2670,1200,10,679,140,339,0,1,300,300,
